,City,LocType,NO2,SO2,Sampling.Date,State
1805,Vishakhapatnam,Sensitive Area,15.0,7.0,2015-08-10,Andhra Pradesh
1806,Vishakhapatnam,Sensitive Area,27.0,8.0,2015-08-13,Andhra Pradesh
1807,Vishakhapatnam,Sensitive Area,17.0,7.0,2015-08-16,Andhra Pradesh
1808,Vishakhapatnam,Sensitive Area,39.0,13.0,2015-08-19,Andhra Pradesh
1809,Vishakhapatnam,Sensitive Area,33.0,11.0,2015-08-22,Andhra Pradesh
1810,Vishakhapatnam,Sensitive Area,28.0,11.0,2015-08-25,Andhra Pradesh
1811,Vishakhapatnam,Sensitive Area,19.0,7.0,2015-09-01,Andhra Pradesh
1812,Vishakhapatnam,Sensitive Area,20.0,7.0,2015-09-04,Andhra Pradesh
1813,Vishakhapatnam,Sensitive Area,22.0,9.0,2015-09-07,Andhra Pradesh
1814,Vishakhapatnam,Sensitive Area,24.0,7.0,2015-09-10,Andhra Pradesh
1815,Vishakhapatnam,Sensitive Area,11.0,5.0,2015-09-13,Andhra Pradesh
1816,Vishakhapatnam,Sensitive Area,26.0,13.0,2015-09-22,Andhra Pradesh
1817,Vishakhapatnam,Sensitive Area,22.0,9.0,2015-09-25,Andhra Pradesh
1818,Vishakhapatnam,Sensitive Area,22.0,9.0,2015-10-01,Andhra Pradesh
1819,Vishakhapatnam,Sensitive Area,18.0,7.0,2015-10-04,Andhra Pradesh
1820,Vishakhapatnam,Sensitive Area,17.0,7.0,2015-10-07,Andhra Pradesh
1821,Vishakhapatnam,Sensitive Area,15.0,7.0,2015-10-10,Andhra Pradesh
1822,Vishakhapatnam,Sensitive Area,20.0,8.0,2015-10-13,Andhra Pradesh
1823,Vishakhapatnam,Sensitive Area,14.0,6.0,2015-10-16,Andhra Pradesh
1824,Vishakhapatnam,Sensitive Area,20.0,9.0,2015-10-19,Andhra Pradesh
1825,Vishakhapatnam,Sensitive Area,16.0,7.0,2015-10-22,Andhra Pradesh
1826,Vishakhapatnam,Sensitive Area,22.0,9.0,2015-10-25,Andhra Pradesh
1827,Vishakhapatnam,Sensitive Area,11.0,7.0,2015-11-01,Andhra Pradesh
1828,Vishakhapatnam,Sensitive Area,21.0,18.0,2015-11-05,Andhra Pradesh
1829,Vishakhapatnam,Sensitive Area,14.0,7.0,2015-11-07,Andhra Pradesh
1830,Vishakhapatnam,Sensitive Area,24.0,22.0,2015-11-11,Andhra Pradesh
1831,Vishakhapatnam,Sensitive Area,16.0,7.0,2015-11-13,Andhra Pradesh
1832,Vishakhapatnam,Sensitive Area,17.0,8.0,2015-11-16,Andhra Pradesh
1833,Vishakhapatnam,Sensitive Area,22.0,9.0,2015-11-19,Andhra Pradesh
1834,Vishakhapatnam,Sensitive Area,14.0,6.0,2015-11-22,Andhra Pradesh
1835,Vishakhapatnam,Sensitive Area,27.0,13.0,2015-11-25,Andhra Pradesh
1836,Vishakhapatnam,Sensitive Area,20.0,11.0,2015-12-01,Andhra Pradesh
1837,Vishakhapatnam,Sensitive Area,17.0,10.0,2015-12-04,Andhra Pradesh
1838,Vishakhapatnam,Sensitive Area,23.0,8.0,2015-12-07,Andhra Pradesh
1839,Vishakhapatnam,Sensitive Area,14.0,7.0,2015-12-10,Andhra Pradesh
1840,Vishakhapatnam,Sensitive Area,11.0,6.0,2015-12-13,Andhra Pradesh
1841,Vishakhapatnam,Sensitive Area,16.0,8.0,2015-12-16,Andhra Pradesh
1842,Vishakhapatnam,Sensitive Area,10.0,6.0,2015-12-19,Andhra Pradesh
1843,Vishakhapatnam,Sensitive Area,13.0,6.0,2015-12-22,Andhra Pradesh
1844,Vishakhapatnam,Sensitive Area,14.0,6.0,2015-12-25,Andhra Pradesh
1845,Bangalore,Sensitive Area,50.0,8.0,2004-09-15,Karnataka
1846,Bangalore,Sensitive Area,52.0,6.0,2004-09-20,Karnataka
1847,Bangalore,Sensitive Area,49.0,6.0,2004-09-22,Karnataka
1848,Bangalore,Sensitive Area,50.0,7.0,2004-09-24,Karnataka
1849,Bangalore,Sensitive Area,49.0,9.0,2004-09-28,Karnataka
1850,Bangalore,Sensitive Area,43.0,8.0,2004-09-30,Karnataka
1851,Bangalore,Sensitive Area,47.0,7.0,2004-10-15,Karnataka
1852,Bangalore,Sensitive Area,50.0,7.0,2004-10-18,Karnataka
1853,Bangalore,Sensitive Area,50.0,7.0,2004-10-20,Karnataka
1854,Bangalore,Sensitive Area,50.0,6.0,2004-10-26,Karnataka
1855,Bangalore,Sensitive Area,51.0,15.0,2004-10-28,Karnataka
1856,Bangalore,Sensitive Area,50.0,11.0,2004-10-30,Karnataka
1857,Bangalore,Sensitive Area,52.0,6.0,2004-11-17,Karnataka
1858,Bangalore,Sensitive Area,55.0,7.0,2004-11-19,Karnataka
1859,Bangalore,Sensitive Area,43.0,5.0,2004-11-23,Karnataka
1860,Bangalore,Sensitive Area,47.0,6.0,2004-11-25,Karnataka
1861,Bangalore,Sensitive Area,43.0,6.0,2004-11-28,Karnataka
1862,Bangalore,Sensitive Area,43.0,6.0,2004-11-30,Karnataka
1863,Bangalore,Sensitive Area,50.0,8.0,2004-12-13,Karnataka
1864,Bangalore,Sensitive Area,41.0,6.0,2004-12-16,Karnataka
1865,Bangalore,Sensitive Area,65.0,8.0,2004-12-21,Karnataka
1866,Bangalore,Sensitive Area,61.0,8.0,2004-12-23,Karnataka
1867,Bangalore,Sensitive Area,42.0,9.0,2004-12-27,Karnataka
1868,Bangalore,Sensitive Area,41.0,7.0,2004-12-29,Karnataka
1869,Bangalore,Sensitive Area,46.0,7.0,2004-04-10,Karnataka
1870,Bangalore,Sensitive Area,63.0,10.0,2004-07-10,Karnataka
1871,Bangalore,Sensitive Area,56.0,7.0,2004-11-10,Karnataka
1872,Bangalore,Sensitive Area,62.0,9.0,2004-03-11,Karnataka
1873,Bangalore,Sensitive Area,54.0,8.0,2004-05-11,Karnataka
1874,Bangalore,Sensitive Area,56.0,8.0,2004-08-11,Karnataka
1875,Bangalore,Sensitive Area,62.0,8.0,2004-02-12,Karnataka
1876,Bangalore,Sensitive Area,35.0,6.0,2004-07-12,Karnataka
1877,Bangalore,Sensitive Area,42.0,6.0,2004-09-12,Karnataka
1878,Bangalore,Sensitive Area,39.3,6.2,2005-01-17,Karnataka
1879,Bangalore,Sensitive Area,48.1,7.6,2005-01-20,Karnataka
1880,Bangalore,Sensitive Area,57.1,6.9,2005-01-24,Karnataka
1881,Bangalore,Sensitive Area,44.6,7.4,2005-01-27,Karnataka
1882,Bangalore,Sensitive Area,42.1,6.7,2005-01-29,Karnataka
1883,Bangalore,Sensitive Area,67.1,7.8,2005-02-15,Karnataka
1884,Bangalore,Sensitive Area,53.2,6.1,2005-02-17,Karnataka
1885,Bangalore,Sensitive Area,47.7,6.0,2005-02-21,Karnataka
1886,Bangalore,Sensitive Area,46.9,6.0,2005-02-24,Karnataka
1887,Bangalore,Sensitive Area,48.2,6.4,2005-02-26,Karnataka
1888,Bangalore,Sensitive Area,53.1,6.6,2005-03-15,Karnataka
1889,Bangalore,Sensitive Area,45.9,6.0,2005-03-18,Karnataka
1890,Bangalore,Sensitive Area,35.4,14.5,2005-03-21,Karnataka
1891,Bangalore,Sensitive Area,45.4,7.2,2005-03-23,Karnataka
1892,Bangalore,Sensitive Area,43.0,6.4,2005-03-29,Karnataka
1893,Bangalore,Sensitive Area,39.4,6.5,2005-04-15,Karnataka
1894,Bangalore,Sensitive Area,41.8,6.2,2005-04-18,Karnataka
1895,Bangalore,Sensitive Area,38.1,6.7,2005-04-20,Karnataka
1896,Bangalore,Sensitive Area,45.0,6.3,2005-04-26,Karnataka
1897,Bangalore,Sensitive Area,41.4,6.1,2005-04-29,Karnataka
1898,Bangalore,Sensitive Area,48.6,7.8,2005-05-17,Karnataka
1899,Bangalore,Sensitive Area,40.5,7.3,2005-05-25,Karnataka
1900,Bangalore,Sensitive Area,35.4,6.7,2005-05-29,Karnataka
1901,Bangalore,Sensitive Area,36.6,7.6,2005-06-14,Karnataka
1902,Bangalore,Sensitive Area,44.2,8.4,2005-06-16,Karnataka
1903,Bangalore,Sensitive Area,32.6,7.4,2005-06-21,Karnataka
1904,Bangalore,Sensitive Area,32.4,7.2,2005-06-24,Karnataka
1905,Bangalore,Sensitive Area,37.3,6.8,2005-06-27,Karnataka
1906,Bangalore,Sensitive Area,31.9,7.0,2005-06-29,Karnataka
1907,Bangalore,Sensitive Area,32.7,7.0,2005-07-14,Karnataka
1908,Bangalore,Sensitive Area,32.4,7.1,2005-07-18,Karnataka
1909,Bangalore,Sensitive Area,21.5,6.1,2005-07-20,Karnataka
1910,Bangalore,Sensitive Area,32.1,6.1,2005-07-25,Karnataka
1911,Bangalore,Sensitive Area,27.0,5.9,2005-07-28,Karnataka
1912,Bangalore,Sensitive Area,39.2,7.4,2005-08-16,Karnataka
1913,Bangalore,Sensitive Area,37.4,8.2,2005-08-19,Karnataka
1914,Bangalore,Sensitive Area,35.9,7.6,2005-08-23,Karnataka
1915,Bangalore,Sensitive Area,27.9,8.1,2005-08-31,Karnataka
1916,Bangalore,Sensitive Area,25.8,8.1,2005-09-15,Karnataka
1917,Bangalore,Sensitive Area,24.0,4.5,2005-09-19,Karnataka
1918,Bangalore,Sensitive Area,31.4,7.5,2005-09-22,Karnataka
1919,Bangalore,Sensitive Area,29.8,8.0,2005-09-26,Karnataka
1920,Bangalore,Sensitive Area,32.5,7.5,2005-09-29,Karnataka
1921,Bangalore,Sensitive Area,37.6,14.0,2005-10-15,Karnataka
1922,Bangalore,Sensitive Area,24.4,4.6,2005-10-17,Karnataka
1923,Bangalore,Sensitive Area,25.9,5.7,2005-10-20,Karnataka
1924,Bangalore,Sensitive Area,29.5,7.0,2005-10-24,Karnataka
1925,Bangalore,Sensitive Area,30.0,8.4,2005-10-26,Karnataka
1926,Bangalore,Sensitive Area,22.0,5.0,2005-10-28,Karnataka
1927,Bangalore,Sensitive Area,,,2005-11-14,Karnataka
1928,Bangalore,Sensitive Area,32.0,10.0,2005-11-18,Karnataka
1929,Bangalore,Sensitive Area,44.0,58.0,2005-11-21,Karnataka
1930,Bangalore,Sensitive Area,30.0,12.0,2005-11-23,Karnataka
1931,Bangalore,Sensitive Area,67.0,54.0,2005-11-25,Karnataka
1932,Bangalore,Sensitive Area,80.0,54.0,2005-11-28,Karnataka
1933,Bangalore,Sensitive Area,73.0,,2005-11-30,Karnataka
1934,Bangalore,Sensitive Area,67.0,,2005-12-14,Karnataka
1935,Bangalore,Sensitive Area,63.0,,2005-12-16,Karnataka
1936,Bangalore,Sensitive Area,65.0,,2005-12-22,Karnataka
1937,Bangalore,Sensitive Area,59.0,,2005-12-24,Karnataka
1938,Bangalore,Sensitive Area,59.0,,2005-12-27,Karnataka
1939,Bangalore,Sensitive Area,37.0,9.7,2005-04-01,Karnataka
1940,Bangalore,Sensitive Area,37.8,8.0,2005-06-01,Karnataka
1941,Bangalore,Sensitive Area,41.0,6.6,2005-10-01,Karnataka
1942,Bangalore,Sensitive Area,63.5,6.9,2005-12-01,Karnataka
1943,Bangalore,Sensitive Area,44.5,7.7,2005-02-02,Karnataka
1944,Bangalore,Sensitive Area,46.8,7.1,2005-04-02,Karnataka
1945,Bangalore,Sensitive Area,45.9,6.9,2005-08-02,Karnataka
1946,Bangalore,Sensitive Area,66.9,8.0,2005-10-02,Karnataka
1947,Bangalore,Sensitive Area,46.6,6.6,2005-01-03,Karnataka
1948,Bangalore,Sensitive Area,50.5,8.4,2005-03-03,Karnataka
1949,Bangalore,Sensitive Area,49.1,6.6,2005-07-03,Karnataka
1950,Bangalore,Sensitive Area,52.7,6.3,2005-10-03,Karnataka
1951,Bangalore,Sensitive Area,61.7,8.1,2005-01-04,Karnataka
1952,Bangalore,Sensitive Area,51.9,5.9,2005-04-04,Karnataka
1953,Bangalore,Sensitive Area,61.2,8.6,2005-06-04,Karnataka
1954,Bangalore,Sensitive Area,43.9,6.5,2005-12-04,Karnataka
1955,Bangalore,Sensitive Area,56.3,7.3,2005-03-05,Karnataka
1956,Bangalore,Sensitive Area,42.4,6.1,2005-06-05,Karnataka
1957,Bangalore,Sensitive Area,38.7,5.6,2005-09-05,Karnataka
1958,Bangalore,Sensitive Area,48.2,7.0,2005-12-05,Karnataka
1959,Bangalore,Sensitive Area,52.2,7.0,2005-01-06,Karnataka
1960,Bangalore,Sensitive Area,43.4,7.6,2005-07-06,Karnataka
1961,Bangalore,Sensitive Area,39.2,8.1,2005-04-07,Karnataka
1962,Bangalore,Sensitive Area,28.4,6.8,2005-12-07,Karnataka
1963,Bangalore,Sensitive Area,28.0,5.6,2005-03-08,Karnataka
1964,Bangalore,Sensitive Area,20.3,6.3,2005-05-08,Karnataka
1965,Bangalore,Sensitive Area,22.1,6.1,2005-08-08,Karnataka
1966,Bangalore,Sensitive Area,36.9,8.5,2005-10-08,Karnataka
1967,Bangalore,Sensitive Area,25.4,6.0,2005-02-09,Karnataka
1968,Bangalore,Sensitive Area,24.6,5.0,2005-05-09,Karnataka
1969,Bangalore,Sensitive Area,27.5,6.4,2005-12-09,Karnataka
1970,Bangalore,Sensitive Area,33.6,7.9,2005-04-10,Karnataka
1971,Bangalore,Sensitive Area,31.1,7.3,2005-06-10,Karnataka
1972,Bangalore,Sensitive Area,39.4,8.1,2005-10-10,Karnataka
1973,Bangalore,Sensitive Area,38.0,9.0,2005-07-11,Karnataka
1974,Bangalore,Sensitive Area,33.0,7.0,2005-10-11,Karnataka
1975,Bangalore,Sensitive Area,34.0,28.0,2005-02-12,Karnataka
1976,Bangalore,Sensitive Area,39.5,,2005-06-12,Karnataka
1977,Bangalore,Sensitive Area,46.0,,2005-08-12,Karnataka
1978,Bangalore,Sensitive Area,46.0,,2005-12-12,Karnataka
1979,Bangalore,Sensitive Area,60.0,,2006-03-01,Karnataka
1980,Bangalore,Sensitive Area,57.0,,2006-06-01,Karnataka
1981,Bangalore,Sensitive Area,58.0,,2006-09-01,Karnataka
1982,Bangalore,Sensitive Area,67.2,,2006-12-01,Karnataka
1983,Bangalore,Sensitive Area,37.9,29.8,2006-02-02,Karnataka
1984,Bangalore,Sensitive Area,39.0,28.6,2006-06-02,Karnataka
1985,Bangalore,Sensitive Area,43.3,22.0,2006-02-13,Karnataka
1986,Bangalore,Sensitive Area,39.7,20.7,2006-02-16,Karnataka
1987,Bangalore,Sensitive Area,42.5,19.8,2006-02-20,Karnataka
1988,Bangalore,Sensitive Area,41.1,20.8,2006-02-23,Karnataka
1989,Bangalore,Sensitive Area,37.1,20.8,2006-02-27,Karnataka
1990,Bangalore,Sensitive Area,41.5,24.5,2006-06-03,Karnataka
1991,Bangalore,Sensitive Area,43.6,21.4,2006-08-03,Karnataka
1992,Bangalore,Sensitive Area,37.8,21.4,2006-03-13,Karnataka
1993,Bangalore,Sensitive Area,40.9,20.2,2006-03-16,Karnataka
1994,Bangalore,Sensitive Area,39.9,23.2,2006-03-20,Karnataka
1995,Bangalore,Sensitive Area,40.5,20.8,2006-03-21,Karnataka
1996,Bangalore,Sensitive Area,41.5,25.3,2006-03-24,Karnataka
1997,Bangalore,Sensitive Area,41.4,20.3,2006-03-27,Karnataka
1998,Bangalore,Sensitive Area,40.2,20.9,2006-05-04,Karnataka
1999,Bangalore,Sensitive Area,42.3,33.6,2006-10-04,Karnataka
2000,Bangalore,Sensitive Area,42.5,32.5,2006-04-18,Karnataka
2001,Bangalore,Sensitive Area,42.5,27.1,2006-04-20,Karnataka
2002,Bangalore,Sensitive Area,45.6,27.8,2006-04-25,Karnataka
2003,Bangalore,Sensitive Area,39.4,21.3,2006-04-27,Karnataka
2004,Bangalore,Sensitive Area,39.2,,2006-02-05,Karnataka
2005,Bangalore,Sensitive Area,42.1,26.4,2006-11-05,Karnataka
2006,Bangalore,Sensitive Area,39.1,,2006-06-13,Karnataka
2007,Bangalore,Sensitive Area,38.7,,2006-06-14,Karnataka
2008,Bangalore,Sensitive Area,39.1,,2006-06-15,Karnataka
2009,Bangalore,Sensitive Area,40.7,,2006-06-16,Karnataka
2010,Bangalore,Sensitive Area,18.5,14.7,2006-03-07,Karnataka
2011,Bangalore,Sensitive Area,24.5,,2006-05-07,Karnataka
2012,Bangalore,Sensitive Area,26.2,18.2,2006-10-07,Karnataka
2013,Bangalore,Sensitive Area,32.9,,2006-07-17,Karnataka
2014,Bangalore,Sensitive Area,29.7,,2006-07-18,Karnataka
2015,Bangalore,Sensitive Area,25.5,18.7,2006-07-25,Karnataka
2016,Bangalore,Sensitive Area,28.2,19.2,2006-07-26,Karnataka
2017,Bangalore,Sensitive Area,16.7,10.7,2006-01-08,Karnataka
2018,Bangalore,Sensitive Area,23.0,12.8,2006-02-08,Karnataka
2019,Bangalore,Sensitive Area,16.3,13.3,2006-08-08,Karnataka
2020,Bangalore,Sensitive Area,26.7,16.7,2006-09-08,Karnataka
2021,Bangalore,Sensitive Area,22.5,10.5,2006-08-16,Karnataka
2022,Bangalore,Sensitive Area,39.8,18.0,2006-08-21,Karnataka
2023,Bangalore,Sensitive Area,49.3,,2006-08-22,Karnataka
2024,Bangalore,Sensitive Area,38.5,,2006-08-27,Karnataka
2025,Bangalore,Sensitive Area,24.0,14.3,2006-01-09,Karnataka
2026,Bangalore,Sensitive Area,47.7,19.5,2006-04-09,Karnataka
2027,Bangalore,Sensitive Area,30.2,22.3,2006-10-09,Karnataka
2028,Bangalore,Sensitive Area,26.3,13.5,2006-12-09,Karnataka
2029,Bangalore,Sensitive Area,31.5,19.2,2006-09-15,Karnataka
2030,Bangalore,Sensitive Area,26.2,22.0,2006-09-16,Karnataka
2031,Bangalore,Sensitive Area,27.0,8.5,2006-09-27,Karnataka
2032,Bangalore,Sensitive Area,24.8,4.0,2006-09-28,Karnataka
2033,Bangalore,Sensitive Area,23.8,14.2,2006-01-10,Karnataka
2034,Bangalore,Sensitive Area,23.4,8.1,2006-04-10,Karnataka
2035,Bangalore,Sensitive Area,28.3,7.3,2006-09-10,Karnataka
2036,Bangalore,Sensitive Area,34.6,8.2,2006-11-10,Karnataka
2037,Bangalore,Sensitive Area,29.1,15.2,2006-10-14,Karnataka
2038,Bangalore,Sensitive Area,30.4,14.2,2006-10-15,Karnataka
2039,Bangalore,Sensitive Area,28.7,13.8,2006-10-17,Karnataka
2040,Bangalore,Sensitive Area,23.6,11.3,2006-10-20,Karnataka
2041,Bangalore,Sensitive Area,28.3,17.4,2006-10-25,Karnataka
2042,Bangalore,Sensitive Area,26.5,14.9,2006-10-27,Karnataka
2043,Bangalore,Sensitive Area,26.9,17.5,2006-01-11,Karnataka
2044,Bangalore,Sensitive Area,34.8,18.9,2006-06-11,Karnataka
2045,Bangalore,Sensitive Area,29.4,11.4,2006-09-11,Karnataka
2046,Bangalore,Sensitive Area,27.5,18.4,2006-11-13,Karnataka
2047,Bangalore,Sensitive Area,27.5,11.6,2006-11-15,Karnataka
2048,Bangalore,Sensitive Area,33.7,14.4,2006-11-17,Karnataka
2049,Bangalore,Sensitive Area,35.2,12.2,2006-11-21,Karnataka
2050,Bangalore,Sensitive Area,34.1,17.0,2006-11-27,Karnataka
2051,Bangalore,Sensitive Area,34.6,18.8,2006-11-29,Karnataka
2052,Bangalore,Sensitive Area,37.6,19.7,2006-01-12,Karnataka
2053,Bangalore,Sensitive Area,39.8,16.2,2006-11-12,Karnataka
2054,Bangalore,Sensitive Area,33.5,15.5,2006-12-15,Karnataka
2055,Bangalore,Sensitive Area,35.1,14.0,2006-12-19,Karnataka
2056,Bangalore,Sensitive Area,35.6,15.8,2006-12-21,Karnataka
2057,Bangalore,Sensitive Area,35.0,15.9,2006-12-27,Karnataka
2058,Bangalore,Sensitive Area,35.7,15.0,2006-12-29,Karnataka
2059,Bangalore,Sensitive Area,39.6,16.6,2007-01-13,Karnataka
2060,Bangalore,Sensitive Area,36.9,16.4,2007-01-15,Karnataka
2061,Bangalore,Sensitive Area,38.2,16.7,2007-01-17,Karnataka
2062,Bangalore,Sensitive Area,47.2,17.8,2007-01-19,Karnataka
2063,Bangalore,Sensitive Area,35.8,15.5,2007-01-21,Karnataka
2064,Bangalore,Sensitive Area,43.3,20.2,2007-01-23,Karnataka
2065,Bangalore,Sensitive Area,29.7,14.1,2007-01-25,Karnataka
2066,Bangalore,Sensitive Area,33.1,18.3,2007-01-27,Karnataka
2067,Bangalore,Sensitive Area,37.0,18.7,2007-01-29,Karnataka
2068,Bangalore,Sensitive Area,36.7,18.6,2007-02-13,Karnataka
2069,Bangalore,Sensitive Area,37.1,18.1,2007-02-15,Karnataka
2070,Bangalore,Sensitive Area,40.8,18.8,2007-02-17,Karnataka
2071,Bangalore,Sensitive Area,38.5,18.0,2007-02-19,Karnataka
2072,Bangalore,Sensitive Area,39.0,17.9,2007-02-21,Karnataka
2073,Bangalore,Sensitive Area,33.8,16.6,2007-02-23,Karnataka
2074,Bangalore,Sensitive Area,36.8,17.4,2007-02-25,Karnataka
2075,Bangalore,Sensitive Area,37.8,15.0,2007-02-27,Karnataka
2076,Bangalore,Sensitive Area,40.4,16.7,2007-03-13,Karnataka
2077,Bangalore,Sensitive Area,41.1,18.4,2007-03-15,Karnataka
2078,Bangalore,Sensitive Area,37.8,16.9,2007-03-17,Karnataka
2079,Bangalore,Sensitive Area,37.2,20.7,2007-03-21,Karnataka
2080,Bangalore,Sensitive Area,41.2,17.2,2007-03-23,Karnataka
2081,Bangalore,Sensitive Area,40.5,18.3,2007-03-25,Karnataka
2082,Bangalore,Sensitive Area,41.3,17.9,2007-03-27,Karnataka
2083,Bangalore,Sensitive Area,37.5,20.0,2007-03-29,Karnataka
2084,Bangalore,Sensitive Area,35.4,18.6,2007-04-15,Karnataka
2085,Bangalore,Sensitive Area,40.2,19.8,2007-04-18,Karnataka
2086,Bangalore,Sensitive Area,38.5,19.9,2007-04-21,Karnataka
2087,Bangalore,Sensitive Area,40.7,19.4,2007-04-23,Karnataka
2088,Bangalore,Sensitive Area,43.2,21.1,2007-04-27,Karnataka
2089,Bangalore,Sensitive Area,39.6,16.8,2007-05-15,Karnataka
2090,Bangalore,Sensitive Area,37.2,19.7,2007-05-18,Karnataka
2091,Bangalore,Sensitive Area,38.4,18.6,2007-05-21,Karnataka
2092,Bangalore,Sensitive Area,38.7,18.2,2007-05-24,Karnataka
2093,Bangalore,Sensitive Area,40.1,20.3,2007-05-27,Karnataka
2094,Bangalore,Sensitive Area,39.4,18.0,2007-05-29,Karnataka
2095,Bangalore,Sensitive Area,37.3,15.6,2007-06-15,Karnataka
2096,Bangalore,Sensitive Area,37.1,14.5,2007-06-21,Karnataka
2097,Bangalore,Sensitive Area,37.6,15.3,2007-06-27,Karnataka
2098,Bangalore,Sensitive Area,37.2,15.8,2007-06-29,Karnataka
2099,Bangalore,Sensitive Area,37.4,18.3,2007-07-15,Karnataka
2100,Bangalore,Sensitive Area,37.1,17.6,2007-07-21,Karnataka
2101,Bangalore,Sensitive Area,38.1,17.3,2007-07-24,Karnataka
2102,Bangalore,Sensitive Area,37.0,17.3,2007-07-27,Karnataka
2103,Bangalore,Sensitive Area,36.9,17.4,2007-07-30,Karnataka
2104,Bangalore,Sensitive Area,38.0,16.0,2007-08-14,Karnataka
2105,Bangalore,Sensitive Area,39.6,13.6,2007-08-15,Karnataka
2106,Bangalore,Sensitive Area,37.8,14.8,2007-08-21,Karnataka
2107,Bangalore,Sensitive Area,34.3,13.6,2007-08-24,Karnataka
2108,Bangalore,Sensitive Area,36.3,13.6,2007-08-27,Karnataka
2109,Bangalore,Sensitive Area,35.1,14.4,2007-08-30,Karnataka
2110,Bangalore,Sensitive Area,35.3,13.8,2007-09-15,Karnataka
2111,Bangalore,Sensitive Area,38.4,15.7,2007-09-18,Karnataka
2112,Bangalore,Sensitive Area,40.0,16.2,2007-09-21,Karnataka
2113,Bangalore,Sensitive Area,39.0,16.0,2007-09-24,Karnataka
2114,Bangalore,Sensitive Area,39.5,15.7,2007-09-27,Karnataka
2115,Bangalore,Sensitive Area,37.2,15.7,2007-10-15,Karnataka
2116,Bangalore,Sensitive Area,37.2,15.2,2007-10-18,Karnataka
2117,Bangalore,Sensitive Area,37.2,15.3,2007-10-21,Karnataka
2118,Bangalore,Sensitive Area,37.3,15.3,2007-10-25,Karnataka
2119,Bangalore,Sensitive Area,38.0,14.8,2007-10-27,Karnataka
2120,Bangalore,Sensitive Area,37.1,15.6,2007-10-30,Karnataka
2121,Bangalore,Sensitive Area,37.4,16.1,2007-11-15,Karnataka
2122,Bangalore,Sensitive Area,40.7,16.0,2007-11-18,Karnataka
2123,Bangalore,Sensitive Area,40.6,15.7,2007-11-21,Karnataka
2124,Bangalore,Sensitive Area,40.9,15.4,2007-11-24,Karnataka
2125,Bangalore,Sensitive Area,40.7,16.8,2007-11-27,Karnataka
2126,Bangalore,Sensitive Area,41.1,15.9,2007-11-30,Karnataka
2127,Bangalore,Sensitive Area,43.9,14.9,2007-12-13,Karnataka
2128,Bangalore,Sensitive Area,41.4,14.6,2007-12-17,Karnataka
2129,Bangalore,Sensitive Area,39.8,15.0,2007-12-20,Karnataka
2130,Bangalore,Sensitive Area,39.1,15.1,2007-12-24,Karnataka
2131,Bangalore,Sensitive Area,37.9,14.8,2007-12-27,Karnataka
2132,Bangalore,Sensitive Area,43.2,17.3,2007-01-01,Karnataka
2133,Bangalore,Sensitive Area,41.4,16.1,2007-04-01,Karnataka
2134,Bangalore,Sensitive Area,43.5,16.6,2007-06-01,Karnataka
2135,Bangalore,Sensitive Area,45.1,16.9,2007-09-01,Karnataka
2136,Bangalore,Sensitive Area,38.2,17.4,2007-11-01,Karnataka
2137,Bangalore,Sensitive Area,47.9,18.4,2007-01-02,Karnataka
2138,Bangalore,Sensitive Area,32.9,13.4,2007-03-02,Karnataka
2139,Bangalore,Sensitive Area,35.1,16.1,2007-05-02,Karnataka
2140,Bangalore,Sensitive Area,32.8,20.1,2007-07-02,Karnataka
2141,Bangalore,Sensitive Area,35.8,18.4,2007-09-02,Karnataka
2142,Bangalore,Sensitive Area,38.6,18.2,2007-11-02,Karnataka
2143,Bangalore,Sensitive Area,43.4,18.7,2007-01-03,Karnataka
2144,Bangalore,Sensitive Area,38.9,20.2,2007-03-03,Karnataka
2145,Bangalore,Sensitive Area,41.0,17.4,2007-05-03,Karnataka
2146,Bangalore,Sensitive Area,40.3,17.0,2007-07-03,Karnataka
2147,Bangalore,Sensitive Area,40.8,16.8,2007-09-03,Karnataka
2148,Bangalore,Sensitive Area,40.6,17.0,2007-11-03,Karnataka
2149,Bangalore,Sensitive Area,37.3,15.8,2007-12-03,Karnataka
2150,Bangalore,Sensitive Area,38.7,19.3,2007-01-04,Karnataka
2151,Bangalore,Sensitive Area,37.1,18.3,2007-04-04,Karnataka
2152,Bangalore,Sensitive Area,32.4,18.4,2007-09-04,Karnataka
2153,Bangalore,Sensitive Area,35.2,18.3,2007-12-04,Karnataka
2154,Bangalore,Sensitive Area,37.5,18.8,2007-01-05,Karnataka
2155,Bangalore,Sensitive Area,40.8,18.5,2007-05-05,Karnataka
2156,Bangalore,Sensitive Area,38.5,16.8,2007-09-05,Karnataka
2157,Bangalore,Sensitive Area,37.2,17.4,2007-01-06,Karnataka
2158,Bangalore,Sensitive Area,39.8,18.4,2007-04-06,Karnataka
2159,Bangalore,Sensitive Area,38.6,19.4,2007-06-06,Karnataka
2160,Bangalore,Sensitive Area,37.3,19.1,2007-09-06,Karnataka
2161,Bangalore,Sensitive Area,37.3,15.9,2007-12-06,Karnataka
2162,Bangalore,Sensitive Area,38.6,16.6,2007-01-07,Karnataka
2163,Bangalore,Sensitive Area,39.7,15.4,2007-04-07,Karnataka
2164,Bangalore,Sensitive Area,39.4,16.0,2007-09-07,Karnataka
2165,Bangalore,Sensitive Area,35.6,17.7,2007-12-07,Karnataka
