,City,LocType,NO2,SO2,Sampling.Date,State
5412,Agra,Sensitive Area,8.3,,2009-03-10,Uttar Pradesh
5413,Agra,Sensitive Area,9.6,,2009-06-10,Uttar Pradesh
5414,Agra,Sensitive Area,35.2,,2009-09-10,Uttar Pradesh
5415,Agra,Sensitive Area,26.85,,2009-10-10,Uttar Pradesh
5416,Agra,Sensitive Area,23.0,,2009-12-10,Uttar Pradesh
5417,Agra,Sensitive Area,30.1,,2009-10-13,Uttar Pradesh
5418,Agra,Sensitive Area,41.400000000000006,2.3499999999999996,2009-10-15,Uttar Pradesh
5419,Agra,Sensitive Area,30.75,,2009-10-16,Uttar Pradesh
5420,Agra,Sensitive Area,19.25,,2009-10-17,Uttar Pradesh
5421,Agra,Sensitive Area,31.9,,2009-10-18,Uttar Pradesh
5422,Agra,Sensitive Area,22.4,,2009-10-19,Uttar Pradesh
5423,Agra,Sensitive Area,37.5,,2009-10-21,Uttar Pradesh
5424,Agra,Sensitive Area,33.25,3.5,2009-10-24,Uttar Pradesh
5425,Agra,Sensitive Area,52.75,11.05,2009-10-27,Uttar Pradesh
5426,Agra,Sensitive Area,41.3,3.0,2009-10-30,Uttar Pradesh
5427,Agra,Sensitive Area,42.75,,2009-07-11,Uttar Pradesh
5428,Agra,Sensitive Area,24.25,,2009-09-11,Uttar Pradesh
5429,Agra,Sensitive Area,26.5,,2009-11-16,Uttar Pradesh
5430,Agra,Sensitive Area,36.5,7.5,2009-11-20,Uttar Pradesh
5431,Agra,Sensitive Area,39.25,2.4,2009-11-23,Uttar Pradesh
5432,Agra,Sensitive Area,31.5,7.5,2009-11-27,Uttar Pradesh
5433,Agra,Sensitive Area,33.85,7.85,2009-01-12,Uttar Pradesh
5434,Agra,Sensitive Area,18.8,2.85,2009-05-12,Uttar Pradesh
5435,Agra,Sensitive Area,46.2,4.35,2009-08-12,Uttar Pradesh
5436,Agra,Sensitive Area,32.6,3.1,2009-12-12,Uttar Pradesh
5437,Agra,Sensitive Area,27.7,,2009-12-15,Uttar Pradesh
5438,Agra,Sensitive Area,29.65,,2009-12-19,Uttar Pradesh
5439,Agra,Sensitive Area,27.299999999999997,2.65,2009-12-27,Uttar Pradesh
5440,Agra,Sensitive Area,18.25,,2009-01-24,Uttar Pradesh
5441,Agra,Sensitive Area,21.25,,2009-10-02,Uttar Pradesh
5442,Agra,Sensitive Area,11.15,,2009-11-02,Uttar Pradesh
5443,Agra,Sensitive Area,17.8,8.4,2009-02-16,Uttar Pradesh
5444,Agra,Sensitive Area,21.7,,2009-02-19,Uttar Pradesh
5445,Agra,Sensitive Area,18.8,3.8,2009-02-20,Uttar Pradesh
5446,Agra,Sensitive Area,23.1,,2009-02-24,Uttar Pradesh
5447,Agra,Sensitive Area,32.9,9.25,2009-06-04,Uttar Pradesh
5448,Agra,Sensitive Area,11.75,,2009-09-04,Uttar Pradesh
5449,Agra,Sensitive Area,30.85,3.55,2009-12-04,Uttar Pradesh
5450,Agra,Sensitive Area,27.0,,2009-04-15,Uttar Pradesh
5451,Agra,Sensitive Area,23.8,7.65,2009-04-27,Uttar Pradesh
5452,Agra,Sensitive Area,33.1,8.6,2009-04-29,Uttar Pradesh
5453,Agra,Sensitive Area,15.2,2.5,2009-06-05,Uttar Pradesh
5454,Agra,Sensitive Area,26.4,3.5,2009-10-05,Uttar Pradesh
5455,Agra,Sensitive Area,21.55,,2009-05-13,Uttar Pradesh
5456,Agra,Sensitive Area,12.4,,2009-05-24,Uttar Pradesh
5457,Agra,Sensitive Area,23.049999999999997,,2009-05-27,Uttar Pradesh
5458,Agra,Sensitive Area,25.799999999999997,,2009-05-31,Uttar Pradesh
5459,Agra,Sensitive Area,8.6,,2009-03-06,Uttar Pradesh
5460,Agra,Sensitive Area,22.95,4.6,2009-11-06,Uttar Pradesh
5461,Agra,Sensitive Area,11.0,,2009-06-16,Uttar Pradesh
5462,Agra,Sensitive Area,11.100000000000001,,2009-06-29,Uttar Pradesh
5463,Agra,Sensitive Area,23.25,3.95,2009-04-07,Uttar Pradesh
5464,Agra,Sensitive Area,24.3,3.0,2009-10-07,Uttar Pradesh
5465,Agra,Sensitive Area,12.65,4.05,2009-07-13,Uttar Pradesh
5466,Agra,Sensitive Area,,,2009-07-16,Uttar Pradesh
5467,Agra,Sensitive Area,13.0,,2009-07-19,Uttar Pradesh
5468,Agra,Sensitive Area,10.85,,2009-07-25,Uttar Pradesh
5469,Agra,Sensitive Area,14.8,,2009-07-27,Uttar Pradesh
5470,Agra,Sensitive Area,13.75,,2009-01-08,Uttar Pradesh
5471,Agra,Sensitive Area,13.7,,2009-10-08,Uttar Pradesh
5472,Agra,Sensitive Area,18.1,3.15,2009-08-13,Uttar Pradesh
5473,Agra,Sensitive Area,12.7,3.05,2009-08-17,Uttar Pradesh
5474,Agra,Sensitive Area,14.95,3.0,2009-08-20,Uttar Pradesh
5475,Agra,Sensitive Area,14.7,,2009-08-21,Uttar Pradesh
5476,Agra,Sensitive Area,10.4,,2009-08-23,Uttar Pradesh
5477,Agra,Sensitive Area,18.0,,2009-08-26,Uttar Pradesh
5478,Agra,Sensitive Area,11.8,,2009-08-30,Uttar Pradesh
5479,Agra,Sensitive Area,14.25,,2009-01-09,Uttar Pradesh
5480,Agra,Sensitive Area,,,2009-03-09,Uttar Pradesh
5481,Agra,Sensitive Area,11.9,,2009-09-09,Uttar Pradesh
5482,Agra,Sensitive Area,22.9,,2009-09-14,Uttar Pradesh
5483,Agra,Sensitive Area,14.7,5.550000000000001,2009-09-29,Uttar Pradesh
5484,Agra,Sensitive Area,12.5,,2009-04-10,Uttar Pradesh
5485,Agra,Sensitive Area,22.55,,2009-07-10,Uttar Pradesh
5486,Agra,Sensitive Area,44.650000000000006,,2009-10-22,Uttar Pradesh
5487,Agra,Sensitive Area,41.7,4.0,2009-10-26,Uttar Pradesh
5488,Agra,Sensitive Area,42.349999999999994,3.9,2009-10-28,Uttar Pradesh
5489,Agra,Sensitive Area,32.4,5.7,2009-10-31,Uttar Pradesh
5490,Agra,Sensitive Area,35.9,,2009-03-11,Uttar Pradesh
5491,Agra,Sensitive Area,20.25,,2009-04-11,Uttar Pradesh
5492,Agra,Sensitive Area,42.2,,2009-08-11,Uttar Pradesh
5493,Agra,Sensitive Area,35.75,4.15,2009-11-11,Uttar Pradesh
5494,Agra,Sensitive Area,25.25,,2009-11-15,Uttar Pradesh
5495,Agra,Sensitive Area,27.7,,2009-11-18,Uttar Pradesh
5496,Agra,Sensitive Area,47.75,3.35,2009-11-22,Uttar Pradesh
5497,Agra,Sensitive Area,41.05,,2009-11-25,Uttar Pradesh
5498,Agra,Sensitive Area,38.75,6.0,2009-11-30,Uttar Pradesh
5499,Agra,Sensitive Area,56.3,3.0,2009-04-12,Uttar Pradesh
5500,Agra,Sensitive Area,30.5,3.85,2009-07-12,Uttar Pradesh
5501,Agra,Sensitive Area,32.2,2.9,2009-12-14,Uttar Pradesh
5502,Agra,Sensitive Area,17.8,2.6,2009-12-18,Uttar Pradesh
5503,Agra,Sensitive Area,30.549999999999997,10.45,2009-12-21,Uttar Pradesh
5504,Agra,Sensitive Area,30.1,3.1,2009-12-26,Uttar Pradesh
5505,Agra,Sensitive Area,22.15,,2009-12-30,Uttar Pradesh
5506,Agra,Sensitive Area,18.3,2.5,2009-03-01,Uttar Pradesh
5507,Agra,Sensitive Area,21.0,,2009-04-01,Uttar Pradesh
5508,Agra,Sensitive Area,26.5,24.0,2009-01-17,Uttar Pradesh
5509,Agra,Sensitive Area,10.8,4.3,2009-01-18,Uttar Pradesh
5510,Agra,Sensitive Area,20.3,5.3,2009-01-20,Uttar Pradesh
5511,Agra,Sensitive Area,11.3,,2009-01-25,Uttar Pradesh
5512,Agra,Sensitive Area,11.8,12.3,2009-07-02,Uttar Pradesh
5513,Agra,Sensitive Area,11.5,,2009-02-14,Uttar Pradesh
5514,Agra,Sensitive Area,21.0,7.8,2009-02-21,Uttar Pradesh
5515,Agra,Sensitive Area,14.5,5.3,2009-02-22,Uttar Pradesh
5516,Agra,Sensitive Area,17.8,,2009-02-28,Uttar Pradesh
5517,Agra,Sensitive Area,20.0,5.0,2009-01-03,Uttar Pradesh
5518,Agra,Sensitive Area,14.9,,2009-04-03,Uttar Pradesh
5519,Agra,Sensitive Area,23.8,11.3,2009-05-03,Uttar Pradesh
5520,Agra,Sensitive Area,24.0,,2009-07-03,Uttar Pradesh
5521,Agra,Sensitive Area,9.3,3.3,2009-08-03,Uttar Pradesh
5522,Agra,Sensitive Area,7.5,,2009-09-03,Uttar Pradesh
5523,Agra,Sensitive Area,19.8,4.0,2009-03-15,Uttar Pradesh
5524,Agra,Sensitive Area,15.8,3.2,2009-03-21,Uttar Pradesh
5525,Agra,Sensitive Area,19.8,2.3,2009-03-22,Uttar Pradesh
5526,Agra,Sensitive Area,16.3,,2009-03-28,Uttar Pradesh
5527,Agra,Sensitive Area,15.0,,2009-03-29,Uttar Pradesh
5528,Agra,Sensitive Area,16.0,4.2,2009-03-30,Uttar Pradesh
5529,Agra,Sensitive Area,15.3,3.0,2009-04-16,Uttar Pradesh
5530,Agra,Sensitive Area,14.5,,2009-04-21,Uttar Pradesh
5531,Agra,Sensitive Area,28.7,4.3,2009-04-26,Uttar Pradesh
5532,Agra,Sensitive Area,15.8,,2009-03-05,Uttar Pradesh
5533,Agra,Sensitive Area,16.4,4.0,2009-07-05,Uttar Pradesh
5534,Agra,Sensitive Area,8.3,2.3,2009-05-17,Uttar Pradesh
5535,Agra,Sensitive Area,13.3,,2009-05-23,Uttar Pradesh
5536,Agra,Sensitive Area,9.4,,2009-06-06,Uttar Pradesh
5537,Agra,Sensitive Area,27.4,3.2,2009-07-06,Uttar Pradesh
5538,Agra,Sensitive Area,18.8,8.2,2009-06-13,Uttar Pradesh
5539,Agra,Sensitive Area,8.7,,2009-06-14,Uttar Pradesh
5540,Agra,Sensitive Area,21.9,3.3,2009-06-20,Uttar Pradesh
5541,Agra,Sensitive Area,27.8,10.0,2009-06-21,Uttar Pradesh
5542,Agra,Sensitive Area,,5.0,2009-06-27,Uttar Pradesh
5543,Agra,Sensitive Area,,3.3,2009-06-28,Uttar Pradesh
5544,Agra,Sensitive Area,18.5,2.8,2009-01-07,Uttar Pradesh
5545,Agra,Sensitive Area,5.3,,2009-09-07,Uttar Pradesh
5546,Agra,Sensitive Area,7.9,6.3,2009-12-07,Uttar Pradesh
5547,Agra,Sensitive Area,,,2009-05-09,Uttar Pradesh
5548,Agra,Sensitive Area,7.1,2.5,2009-06-09,Uttar Pradesh
5549,Agra,Sensitive Area,7.2,2.3,2009-12-09,Uttar Pradesh
5550,Agra,Sensitive Area,14.0,,2009-09-13,Uttar Pradesh
5551,Agra,Sensitive Area,17.2,,2009-09-19,Uttar Pradesh
5552,Agra,Sensitive Area,14.4,3.0,2009-09-26,Uttar Pradesh
5553,Agra,Sensitive Area,11.3,3.2,2009-09-27,Uttar Pradesh
5554,Agra,Sensitive Area,16.3,,2009-01-11,Uttar Pradesh
5555,Agra,Sensitive Area,31.9,,2009-05-11,Uttar Pradesh
5556,Agra,Sensitive Area,13.8,2.4,2009-12-11,Uttar Pradesh
5557,Agra,Sensitive Area,28.5,3.3,2009-11-19,Uttar Pradesh
5558,Agra,Sensitive Area,40.3,6.7,2009-11-21,Uttar Pradesh
5559,Agra,Sensitive Area,,12.0,2009-11-26,Uttar Pradesh
5560,Agra,Sensitive Area,49.4,12.2,2009-11-29,Uttar Pradesh
5561,Agra,Sensitive Area,47.5,5.7,2009-03-12,Uttar Pradesh
5562,Agra,Sensitive Area,46.4,4.0,2009-10-12,Uttar Pradesh
5563,Agra,Sensitive Area,37.8,16.3,2009-12-17,Uttar Pradesh
5564,Agra,Sensitive Area,29.2,5.3,2009-12-22,Uttar Pradesh
5565,Agra,Sensitive Area,33.8,5.3,2009-12-24,Uttar Pradesh
5566,Agra,Sensitive Area,22.0,2.0,2011-01-01,Uttar Pradesh
5567,Agra,Sensitive Area,23.0,3.0,2011-02-01,Uttar Pradesh
5568,Agra,Sensitive Area,20.0,2.0,2011-03-01,Uttar Pradesh
5569,Agra,Sensitive Area,24.5,2.0,2011-04-01,Uttar Pradesh
5570,Agra,Sensitive Area,30.0,2.5,2011-05-01,Uttar Pradesh
5571,Agra,Sensitive Area,24.5,2.5,2011-08-01,Uttar Pradesh
5572,Agra,Sensitive Area,28.0,2.0,2011-09-01,Uttar Pradesh
5573,Agra,Sensitive Area,44.0,2.5,2011-10-01,Uttar Pradesh
5574,Agra,Sensitive Area,31.0,4.0,2011-11-01,Uttar Pradesh
5575,Agra,Sensitive Area,30.0,3.5,2011-12-01,Uttar Pradesh
5576,Agra,Sensitive Area,29.5,2.0,2011-01-13,Uttar Pradesh
5577,Agra,Sensitive Area,24.0,2.5,2011-01-15,Uttar Pradesh
5578,Agra,Sensitive Area,26.0,2.5,2011-01-16,Uttar Pradesh
5579,Agra,Sensitive Area,32.5,3.5,2011-01-18,Uttar Pradesh
5580,Agra,Sensitive Area,36.0,5.0,2011-01-19,Uttar Pradesh
5581,Agra,Sensitive Area,38.5,4.0,2011-01-20,Uttar Pradesh
5582,Agra,Sensitive Area,33.5,5.0,2011-01-22,Uttar Pradesh
5583,Agra,Sensitive Area,37.5,4.5,2011-01-23,Uttar Pradesh
5584,Agra,Sensitive Area,43.5,4.5,2011-01-24,Uttar Pradesh
5585,Agra,Sensitive Area,37.0,3.75,2011-01-25,Uttar Pradesh
5586,Agra,Sensitive Area,28.0,2.0,2011-01-27,Uttar Pradesh
5587,Agra,Sensitive Area,37.5,5.0,2011-01-29,Uttar Pradesh
5588,Agra,Sensitive Area,14.0,3.0,2011-01-30,Uttar Pradesh
5589,Agra,Sensitive Area,30.5,3.0,2011-01-31,Uttar Pradesh
5590,Agra,Sensitive Area,29.5,2.5,2011-01-02,Uttar Pradesh
5591,Agra,Sensitive Area,40.333333333333336,3.3333333333333335,2011-02-02,Uttar Pradesh
5592,Agra,Sensitive Area,34.0,4.5,2011-03-02,Uttar Pradesh
5593,Agra,Sensitive Area,17.5,2.0,2011-05-02,Uttar Pradesh
5594,Agra,Sensitive Area,23.0,2.0,2011-06-02,Uttar Pradesh
5595,Agra,Sensitive Area,31.5,2.5,2011-07-02,Uttar Pradesh
5596,Agra,Sensitive Area,21.0,2.0,2011-08-02,Uttar Pradesh
5597,Agra,Sensitive Area,14.5,2.0,2011-09-02,Uttar Pradesh
5598,Agra,Sensitive Area,29.5,2.5,2011-10-02,Uttar Pradesh
5599,Agra,Sensitive Area,32.5,3.0,2011-12-02,Uttar Pradesh
5600,Agra,Sensitive Area,31.0,2.0,2011-02-13,Uttar Pradesh
5601,Agra,Sensitive Area,22.0,2.0,2011-02-14,Uttar Pradesh
5602,Agra,Sensitive Area,8.0,2.0,2011-02-15,Uttar Pradesh
5603,Agra,Sensitive Area,21.0,2.0,2011-02-17,Uttar Pradesh
5604,Agra,Sensitive Area,28.5,3.0,2011-02-19,Uttar Pradesh
5605,Agra,Sensitive Area,20.5,4.0,2011-02-20,Uttar Pradesh
5606,Agra,Sensitive Area,30.5,3.5,2011-02-21,Uttar Pradesh
5607,Agra,Sensitive Area,18.0,2.0,2011-02-22,Uttar Pradesh
5608,Agra,Sensitive Area,22.0,2.0,2011-02-23,Uttar Pradesh
5609,Agra,Sensitive Area,33.0,3.0,2011-02-24,Uttar Pradesh
5610,Agra,Sensitive Area,19.5,2.0,2011-02-26,Uttar Pradesh
5611,Agra,Sensitive Area,17.0,2.0,2011-02-27,Uttar Pradesh
5612,Agra,Sensitive Area,28.5,7.0,2011-02-28,Uttar Pradesh
5613,Agra,Sensitive Area,21.0,5.333333333333333,2011-01-03,Uttar Pradesh
5614,Agra,Sensitive Area,28.5,3.5,2011-03-03,Uttar Pradesh
5615,Agra,Sensitive Area,22.0,7.0,2011-05-03,Uttar Pradesh
5616,Agra,Sensitive Area,15.5,6.5,2011-06-03,Uttar Pradesh
5617,Agra,Sensitive Area,27.0,2.0,2011-07-03,Uttar Pradesh
5618,Agra,Sensitive Area,16.0,2.0,2011-08-03,Uttar Pradesh
5619,Agra,Sensitive Area,24.0,3.5,2011-09-03,Uttar Pradesh
5620,Agra,Sensitive Area,15.0,3.0,2011-10-03,Uttar Pradesh
5621,Agra,Sensitive Area,22.5,5.0,2011-12-03,Uttar Pradesh
5622,Agra,Sensitive Area,20.5,3.0,2011-03-13,Uttar Pradesh
5623,Agra,Sensitive Area,34.0,7.5,2011-03-14,Uttar Pradesh
5624,Agra,Sensitive Area,31.0,3.0,2011-03-15,Uttar Pradesh
5625,Agra,Sensitive Area,39.25,4.0,2011-03-16,Uttar Pradesh
5626,Agra,Sensitive Area,27.666666666666668,6.333333333333333,2011-03-17,Uttar Pradesh
5627,Agra,Sensitive Area,22.0,6.0,2011-03-19,Uttar Pradesh
5628,Agra,Sensitive Area,13.0,2.0,2011-03-20,Uttar Pradesh
5629,Agra,Sensitive Area,14.0,2.5,2011-03-21,Uttar Pradesh
5630,Agra,Sensitive Area,21.5,7.0,2011-03-22,Uttar Pradesh
5631,Agra,Sensitive Area,23.666666666666668,3.0,2011-03-23,Uttar Pradesh
5632,Agra,Sensitive Area,14.5,3.5,2011-03-24,Uttar Pradesh
5633,Agra,Sensitive Area,28.5,4.0,2011-03-26,Uttar Pradesh
5634,Agra,Sensitive Area,17.5,2.5,2011-03-27,Uttar Pradesh
5635,Agra,Sensitive Area,17.5,2.0,2011-03-28,Uttar Pradesh
5636,Agra,Sensitive Area,11.5,2.0,2011-03-29,Uttar Pradesh
5637,Agra,Sensitive Area,19.333333333333332,2.3333333333333335,2011-03-30,Uttar Pradesh
5638,Agra,Sensitive Area,14.5,4.5,2011-03-31,Uttar Pradesh
5639,Agra,Sensitive Area,6.0,3.0,2011-02-04,Uttar Pradesh
5640,Agra,Sensitive Area,12.5,2.0,2011-03-04,Uttar Pradesh
5641,Agra,Sensitive Area,26.5,4.5,2011-04-04,Uttar Pradesh
5642,Agra,Sensitive Area,21.5,5.0,2011-05-04,Uttar Pradesh
5643,Agra,Sensitive Area,35.333333333333336,5.666666666666667,2011-06-04,Uttar Pradesh
5644,Agra,Sensitive Area,18.0,4.0,2011-07-04,Uttar Pradesh
5645,Agra,Sensitive Area,18.5,6.0,2011-09-04,Uttar Pradesh
5646,Agra,Sensitive Area,17.0,3.5,2011-10-04,Uttar Pradesh
5647,Agra,Sensitive Area,23.5,5.0,2011-11-04,Uttar Pradesh
5648,Agra,Sensitive Area,16.0,2.5,2011-04-13,Uttar Pradesh
5649,Agra,Sensitive Area,22.0,2.0,2011-04-18,Uttar Pradesh
5650,Agra,Sensitive Area,24.0,4.0,2011-04-19,Uttar Pradesh
5651,Agra,Sensitive Area,31.0,4.0,2011-04-20,Uttar Pradesh
5652,Agra,Sensitive Area,19.0,2.5,2011-04-21,Uttar Pradesh
5653,Agra,Sensitive Area,22.5,3.0,2011-04-23,Uttar Pradesh
5654,Agra,Sensitive Area,32.0,3.5,2011-04-24,Uttar Pradesh
5655,Agra,Sensitive Area,35.5,4.0,2011-04-25,Uttar Pradesh
5656,Agra,Sensitive Area,19.0,2.5,2011-04-26,Uttar Pradesh
5657,Agra,Sensitive Area,22.5,2.0,2011-04-27,Uttar Pradesh
5658,Agra,Sensitive Area,24.5,2.0,2011-04-28,Uttar Pradesh
5659,Agra,Sensitive Area,26.5,2.0,2011-04-30,Uttar Pradesh
5660,Agra,Sensitive Area,22.333333333333332,2.0,2011-01-05,Uttar Pradesh
5661,Agra,Sensitive Area,26.0,3.5,2011-02-05,Uttar Pradesh
5662,Agra,Sensitive Area,22.5,3.0,2011-03-05,Uttar Pradesh
5663,Agra,Sensitive Area,20.5,2.5,2011-04-05,Uttar Pradesh
5664,Agra,Sensitive Area,11.5,2.5,2011-05-05,Uttar Pradesh
5665,Agra,Sensitive Area,19.0,2.0,2011-07-05,Uttar Pradesh
5666,Agra,Sensitive Area,14.0,2.0,2011-08-05,Uttar Pradesh
5667,Agra,Sensitive Area,25.0,2.0,2011-09-05,Uttar Pradesh
5668,Agra,Sensitive Area,11.0,4.5,2011-11-05,Uttar Pradesh
5669,Agra,Sensitive Area,18.0,2.0,2011-12-05,Uttar Pradesh
5670,Agra,Sensitive Area,23.0,2.0,2011-05-14,Uttar Pradesh
5671,Agra,Sensitive Area,27.0,2.0,2011-05-15,Uttar Pradesh
5672,Agra,Sensitive Area,26.0,2.0,2011-05-16,Uttar Pradesh
5673,Agra,Sensitive Area,9.0,2.0,2011-05-19,Uttar Pradesh
5674,Agra,Sensitive Area,31.0,2.0,2011-05-23,Uttar Pradesh
5675,Agra,Sensitive Area,27.5,3.0,2011-05-24,Uttar Pradesh
5676,Agra,Sensitive Area,20.0,2.0,2011-05-25,Uttar Pradesh
5677,Agra,Sensitive Area,15.0,2.0,2011-05-26,Uttar Pradesh
5678,Agra,Sensitive Area,17.0,3.0,2011-05-28,Uttar Pradesh
5679,Agra,Sensitive Area,19.0,2.0,2011-05-29,Uttar Pradesh
5680,Agra,Sensitive Area,10.0,2.0,2011-05-30,Uttar Pradesh
5681,Agra,Sensitive Area,14.0,2.5,2011-05-31,Uttar Pradesh
5682,Agra,Sensitive Area,23.333333333333332,2.3333333333333335,2011-01-06,Uttar Pradesh
5683,Agra,Sensitive Area,13.0,3.0,2011-02-06,Uttar Pradesh
5684,Agra,Sensitive Area,11.5,2.0,2011-04-06,Uttar Pradesh
5685,Agra,Sensitive Area,25.0,2.0,2011-05-06,Uttar Pradesh
5686,Agra,Sensitive Area,12.0,6.0,2011-06-06,Uttar Pradesh
5687,Agra,Sensitive Area,18.0,3.5,2011-07-06,Uttar Pradesh
5688,Agra,Sensitive Area,6.0,2.0,2011-08-06,Uttar Pradesh
5689,Agra,Sensitive Area,20.0,2.0,2011-09-06,Uttar Pradesh
5690,Agra,Sensitive Area,18.0,4.0,2011-11-06,Uttar Pradesh
5691,Agra,Sensitive Area,13.0,5.0,2011-12-06,Uttar Pradesh
5692,Agra,Sensitive Area,23.5,2.0,2011-06-13,Uttar Pradesh
5693,Agra,Sensitive Area,16.0,4.0,2011-06-14,Uttar Pradesh
5694,Agra,Sensitive Area,17.5,3.0,2011-06-15,Uttar Pradesh
5695,Agra,Sensitive Area,17.5,2.0,2011-06-16,Uttar Pradesh
5696,Agra,Sensitive Area,15.0,2.0,2011-06-18,Uttar Pradesh
5697,Agra,Sensitive Area,13.0,2.0,2011-06-19,Uttar Pradesh
5698,Agra,Sensitive Area,12.5,2.0,2011-06-20,Uttar Pradesh
5699,Agra,Sensitive Area,19.5,2.0,2011-06-21,Uttar Pradesh
5700,Agra,Sensitive Area,14.0,2.0,2011-06-22,Uttar Pradesh
5701,Agra,Sensitive Area,8.5,2.0,2011-06-23,Uttar Pradesh
5702,Agra,Sensitive Area,5.0,2.0,2011-06-25,Uttar Pradesh
5703,Agra,Sensitive Area,18.5,2.0,2011-06-26,Uttar Pradesh
5704,Agra,Sensitive Area,14.5,2.0,2011-06-27,Uttar Pradesh
5705,Agra,Sensitive Area,19.666666666666668,2.0,2011-06-28,Uttar Pradesh
5706,Agra,Sensitive Area,13.0,2.3333333333333335,2011-06-29,Uttar Pradesh
5707,Agra,Sensitive Area,12.0,2.0,2011-06-30,Uttar Pradesh
5708,Agra,Sensitive Area,16.5,2.0,2011-02-07,Uttar Pradesh
5709,Agra,Sensitive Area,7.5,2.0,2011-03-07,Uttar Pradesh
5710,Agra,Sensitive Area,20.0,3.0,2011-04-07,Uttar Pradesh
5711,Agra,Sensitive Area,17.0,2.0,2011-05-07,Uttar Pradesh
5712,Agra,Sensitive Area,10.0,2.0,2011-06-07,Uttar Pradesh
5713,Agra,Sensitive Area,13.0,2.0,2011-07-07,Uttar Pradesh
5714,Agra,Sensitive Area,17.5,3.0,2011-09-07,Uttar Pradesh
5715,Agra,Sensitive Area,12.0,2.0,2011-10-07,Uttar Pradesh
5716,Agra,Sensitive Area,12.666666666666666,3.0,2011-11-07,Uttar Pradesh
5717,Agra,Sensitive Area,20.666666666666668,2.0,2011-12-07,Uttar Pradesh
5718,Agra,Sensitive Area,16.0,2.0,2011-07-13,Uttar Pradesh
5719,Agra,Sensitive Area,20.0,2.0,2011-07-14,Uttar Pradesh
5720,Agra,Sensitive Area,18.5,2.0,2011-07-19,Uttar Pradesh
5721,Agra,Sensitive Area,17.5,2.0,2011-07-20,Uttar Pradesh
5722,Agra,Sensitive Area,13.5,2.0,2011-07-21,Uttar Pradesh
5723,Agra,Sensitive Area,8.0,2.0,2011-07-23,Uttar Pradesh
5724,Agra,Sensitive Area,14.5,2.0,2011-07-24,Uttar Pradesh
5725,Agra,Sensitive Area,9.5,2.0,2011-07-25,Uttar Pradesh
5726,Agra,Sensitive Area,19.0,2.0,2011-07-26,Uttar Pradesh
5727,Agra,Sensitive Area,9.0,2.0,2011-07-27,Uttar Pradesh
5728,Agra,Sensitive Area,8.0,2.5,2011-07-28,Uttar Pradesh
5729,Agra,Sensitive Area,18.5,2.5,2011-07-30,Uttar Pradesh
5730,Agra,Sensitive Area,10.5,2.0,2011-07-31,Uttar Pradesh
5731,Agra,Sensitive Area,16.666666666666668,2.0,2011-01-08,Uttar Pradesh
5732,Agra,Sensitive Area,10.5,2.0,2011-02-08,Uttar Pradesh
5733,Agra,Sensitive Area,12.5,2.0,2011-03-08,Uttar Pradesh
5734,Agra,Sensitive Area,26.0,2.0,2011-04-08,Uttar Pradesh
5735,Agra,Sensitive Area,22.5,2.0,2011-06-08,Uttar Pradesh
5736,Agra,Sensitive Area,6.0,2.0,2011-07-08,Uttar Pradesh
5737,Agra,Sensitive Area,7.666666666666667,2.0,2011-08-08,Uttar Pradesh
5738,Agra,Sensitive Area,6.5,2.0,2011-09-08,Uttar Pradesh
5739,Agra,Sensitive Area,11.5,2.0,2011-10-08,Uttar Pradesh
5740,Agra,Sensitive Area,10.5,2.0,2011-11-08,Uttar Pradesh
5741,Agra,Sensitive Area,9.5,2.0,2011-08-13,Uttar Pradesh
5742,Agra,Sensitive Area,6.5,2.0,2011-08-14,Uttar Pradesh
5743,Agra,Sensitive Area,11.0,2.0,2011-08-16,Uttar Pradesh
5744,Agra,Sensitive Area,15.0,2.0,2011-08-17,Uttar Pradesh
5745,Agra,Sensitive Area,12.0,2.0,2011-08-18,Uttar Pradesh
5746,Agra,Sensitive Area,11.5,2.5,2011-08-20,Uttar Pradesh
5747,Agra,Sensitive Area,5.5,2.0,2011-08-21,Uttar Pradesh
5748,Agra,Sensitive Area,12.5,2.0,2011-08-23,Uttar Pradesh
5749,Agra,Sensitive Area,15.5,4.0,2011-08-24,Uttar Pradesh
5750,Agra,Sensitive Area,14.0,2.0,2011-08-25,Uttar Pradesh
5751,Agra,Sensitive Area,8.5,3.5,2011-08-27,Uttar Pradesh
5752,Agra,Sensitive Area,14.5,2.0,2011-08-28,Uttar Pradesh
5753,Agra,Sensitive Area,,,2011-08-29,Uttar Pradesh
5754,Agra,Sensitive Area,8.5,2.0,2011-08-30,Uttar Pradesh
5755,Agra,Sensitive Area,11.5,2.0,2011-01-09,Uttar Pradesh
5756,Agra,Sensitive Area,12.0,2.0,2011-03-09,Uttar Pradesh
5757,Agra,Sensitive Area,9.0,2.0,2011-04-09,Uttar Pradesh
5758,Agra,Sensitive Area,,2.0,2011-05-09,Uttar Pradesh
5759,Agra,Sensitive Area,14.5,2.0,2011-06-09,Uttar Pradesh
5760,Agra,Sensitive Area,6.0,2.0,2011-07-09,Uttar Pradesh
5761,Agra,Sensitive Area,13.0,2.0,2011-08-09,Uttar Pradesh
5762,Agra,Sensitive Area,6.0,2.0,2011-12-09,Uttar Pradesh
5763,Agra,Sensitive Area,16.5,2.0,2011-09-13,Uttar Pradesh
