,Unnamed: 0,City,LocType,NO2,SO2,Sampling.Date,State,Scale_SO2,Scale_NO2
704,704,Hyderabad,Sensitive Area,16.0,4.0,2014-09-09,Telangana,0.054127198917456015,0.011943863839952225
705,705,Hyderabad,Sensitive Area,15.0,4.0,2014-11-09,Telangana,0.054127198917456015,0.011943863839952225
706,706,Hyderabad,Sensitive Area,16.0,4.0,2014-09-15,Telangana,0.054127198917456015,0.011943863839952225
707,707,Hyderabad,Sensitive Area,14.0,4.0,2014-09-19,Telangana,0.054127198917456015,0.011943863839952225
708,708,Hyderabad,Sensitive Area,17.0,4.0,2014-09-22,Telangana,0.054127198917456015,0.011943863839952225
709,709,Hyderabad,Sensitive Area,19.0,4.0,2014-09-25,Telangana,0.054127198917456015,0.011943863839952225
710,710,Hyderabad,Sensitive Area,17.0,5.0,2014-09-28,Telangana,0.06765899864682003,0.014929829799940281
711,711,Hyderabad,Sensitive Area,13.0,4.0,2014-06-10,Telangana,0.054127198917456015,0.011943863839952225
712,712,Hyderabad,Sensitive Area,16.0,4.0,2014-09-10,Telangana,0.054127198917456015,0.011943863839952225
713,713,Hyderabad,Sensitive Area,19.0,4.0,2014-11-10,Telangana,0.054127198917456015,0.011943863839952225
714,714,Hyderabad,Sensitive Area,18.0,5.0,2014-10-15,Telangana,0.06765899864682003,0.014929829799940281
715,715,Hyderabad,Sensitive Area,17.0,4.0,2014-10-17,Telangana,0.054127198917456015,0.011943863839952225
716,716,Hyderabad,Sensitive Area,17.0,4.0,2014-10-19,Telangana,0.054127198917456015,0.011943863839952225
717,717,Hyderabad,Sensitive Area,20.0,6.0,2014-10-23,Telangana,0.08119079837618402,0.017915795759928337
718,718,Hyderabad,Sensitive Area,14.0,4.0,2014-10-25,Telangana,0.054127198917456015,0.011943863839952225
719,719,Hyderabad,Sensitive Area,20.0,4.0,2014-10-28,Telangana,0.054127198917456015,0.011943863839952225
720,720,Hyderabad,Sensitive Area,19.0,5.0,2014-03-11,Telangana,0.06765899864682003,0.014929829799940281
721,721,Hyderabad,Sensitive Area,20.0,4.0,2014-06-11,Telangana,0.054127198917456015,0.011943863839952225
722,722,Hyderabad,Sensitive Area,20.0,5.0,2014-09-11,Telangana,0.06765899864682003,0.014929829799940281
723,723,Hyderabad,Sensitive Area,19.0,5.0,2014-11-11,Telangana,0.06765899864682003,0.014929829799940281
724,724,Hyderabad,Sensitive Area,22.0,4.0,2014-11-15,Telangana,0.054127198917456015,0.011943863839952225
725,725,Hyderabad,Sensitive Area,19.0,4.0,2014-11-19,Telangana,0.054127198917456015,0.011943863839952225
726,726,Hyderabad,Sensitive Area,23.0,4.0,2014-11-22,Telangana,0.054127198917456015,0.011943863839952225
727,727,Hyderabad,Sensitive Area,22.0,5.0,2014-11-25,Telangana,0.06765899864682003,0.014929829799940281
728,728,Hyderabad,Sensitive Area,23.0,4.0,2014-11-28,Telangana,0.054127198917456015,0.011943863839952225
729,729,Hyderabad,Sensitive Area,21.0,4.0,2014-03-12,Telangana,0.054127198917456015,0.011943863839952225
730,730,Hyderabad,Sensitive Area,20.0,4.0,2014-06-12,Telangana,0.054127198917456015,0.011943863839952225
731,731,Hyderabad,Sensitive Area,20.0,5.0,2014-09-12,Telangana,0.06765899864682003,0.014929829799940281
732,732,Hyderabad,Sensitive Area,27.0,5.0,2014-11-12,Telangana,0.06765899864682003,0.014929829799940281
733,733,Hyderabad,Sensitive Area,21.0,4.0,2014-12-15,Telangana,0.054127198917456015,0.011943863839952225
734,734,Hyderabad,Sensitive Area,20.0,4.0,2014-12-19,Telangana,0.054127198917456015,0.011943863839952225
735,735,Hyderabad,Sensitive Area,20.0,5.0,2014-12-22,Telangana,0.06765899864682003,0.014929829799940281
736,736,Hyderabad,Sensitive Area,21.0,5.0,2014-12-25,Telangana,0.06765899864682003,0.014929829799940281
737,737,Hyderabad,Sensitive Area,22.0,5.0,2014-12-28,Telangana,0.06765899864682003,0.014929829799940281
738,738,Hyderabad,Sensitive Area,22.0,5.0,2015-01-03,Telangana,0.06765899864682003,0.014929829799940281
739,739,Hyderabad,Sensitive Area,24.0,5.0,2015-01-07,Telangana,0.06765899864682003,0.014929829799940281
740,740,Hyderabad,Sensitive Area,23.0,4.0,2015-01-11,Telangana,0.054127198917456015,0.011943863839952225
741,741,Hyderabad,Sensitive Area,23.0,4.0,2015-01-16,Telangana,0.054127198917456015,0.011943863839952225
742,742,Hyderabad,Sensitive Area,27.0,5.0,2015-01-19,Telangana,0.06765899864682003,0.014929829799940281
743,743,Hyderabad,Sensitive Area,23.0,5.0,2015-01-20,Telangana,0.06765899864682003,0.014929829799940281
744,744,Hyderabad,Sensitive Area,24.0,5.0,2015-01-22,Telangana,0.06765899864682003,0.014929829799940281
745,745,Hyderabad,Sensitive Area,21.0,4.0,2015-01-25,Telangana,0.054127198917456015,0.011943863839952225
746,746,Hyderabad,Sensitive Area,24.0,5.0,2015-01-31,Telangana,0.06765899864682003,0.014929829799940281
747,747,Hyderabad,Sensitive Area,20.0,5.0,2015-02-03,Telangana,0.06765899864682003,0.014929829799940281
748,748,Hyderabad,Sensitive Area,16.0,5.0,2015-02-06,Telangana,0.06765899864682003,0.014929829799940281
749,749,Hyderabad,Sensitive Area,19.0,5.0,2015-02-09,Telangana,0.06765899864682003,0.014929829799940281
750,750,Hyderabad,Sensitive Area,18.0,5.0,2015-02-12,Telangana,0.06765899864682003,0.014929829799940281
751,751,Hyderabad,Sensitive Area,19.0,5.0,2015-02-16,Telangana,0.06765899864682003,0.014929829799940281
752,752,Hyderabad,Sensitive Area,21.0,5.0,2015-02-18,Telangana,0.06765899864682003,0.014929829799940281
753,753,Hyderabad,Sensitive Area,20.0,5.0,2015-02-20,Telangana,0.06765899864682003,0.014929829799940281
754,754,Hyderabad,Sensitive Area,16.0,5.0,2015-02-22,Telangana,0.06765899864682003,0.014929829799940281
755,755,Hyderabad,Sensitive Area,19.0,5.0,2015-02-25,Telangana,0.06765899864682003,0.014929829799940281
756,756,Hyderabad,Sensitive Area,22.0,5.0,2015-03-03,Telangana,0.06765899864682003,0.014929829799940281
757,757,Hyderabad,Sensitive Area,18.0,5.0,2015-03-08,Telangana,0.06765899864682003,0.014929829799940281
758,758,Hyderabad,Sensitive Area,25.0,5.0,2015-03-11,Telangana,0.06765899864682003,0.014929829799940281
759,759,Hyderabad,Sensitive Area,25.0,4.0,2015-03-14,Telangana,0.054127198917456015,0.011943863839952225
760,760,Hyderabad,Sensitive Area,23.0,5.0,2015-03-18,Telangana,0.06765899864682003,0.014929829799940281
761,761,Hyderabad,Sensitive Area,23.0,5.0,2015-03-20,Telangana,0.06765899864682003,0.014929829799940281
762,762,Hyderabad,Sensitive Area,24.0,5.0,2015-03-22,Telangana,0.06765899864682003,0.014929829799940281
763,763,Hyderabad,Sensitive Area,25.0,5.0,2015-03-24,Telangana,0.06765899864682003,0.014929829799940281
764,764,Hyderabad,Sensitive Area,25.0,5.0,2015-03-27,Telangana,0.06765899864682003,0.014929829799940281
765,765,Hyderabad,Sensitive Area,24.0,5.0,2015-04-04,Telangana,0.06765899864682003,0.014929829799940281
766,766,Hyderabad,Sensitive Area,21.0,4.0,2015-04-07,Telangana,0.054127198917456015,0.011943863839952225
767,767,Hyderabad,Sensitive Area,18.0,5.0,2015-04-10,Telangana,0.06765899864682003,0.014929829799940281
768,768,Hyderabad,Sensitive Area,20.0,5.0,2015-04-13,Telangana,0.06765899864682003,0.014929829799940281
769,769,Hyderabad,Sensitive Area,38.0,5.0,2015-04-18,Telangana,0.06765899864682003,0.014929829799940281
770,770,Hyderabad,Sensitive Area,29.0,5.0,2015-04-20,Telangana,0.06765899864682003,0.014929829799940281
771,771,Hyderabad,Sensitive Area,19.0,5.0,2015-04-22,Telangana,0.06765899864682003,0.014929829799940281
772,772,Hyderabad,Sensitive Area,20.0,5.0,2015-04-24,Telangana,0.06765899864682003,0.014929829799940281
773,773,Hyderabad,Sensitive Area,20.0,6.0,2015-04-27,Telangana,0.08119079837618402,0.017915795759928337
774,774,Hyderabad,Sensitive Area,15.0,5.0,2015-05-03,Telangana,0.06765899864682003,0.014929829799940281
775,775,Hyderabad,Sensitive Area,16.0,5.0,2015-05-06,Telangana,0.06765899864682003,0.014929829799940281
776,776,Hyderabad,Sensitive Area,15.0,5.0,2015-05-09,Telangana,0.06765899864682003,0.014929829799940281
777,777,Hyderabad,Sensitive Area,17.0,4.0,2015-05-12,Telangana,0.054127198917456015,0.011943863839952225
778,778,Hyderabad,Sensitive Area,21.0,5.0,2015-05-18,Telangana,0.06765899864682003,0.014929829799940281
779,779,Hyderabad,Sensitive Area,19.0,5.0,2015-05-21,Telangana,0.06765899864682003,0.014929829799940281
780,780,Hyderabad,Sensitive Area,22.0,5.0,2015-05-23,Telangana,0.06765899864682003,0.014929829799940281
781,781,Hyderabad,Sensitive Area,13.0,4.0,2015-05-26,Telangana,0.054127198917456015,0.011943863839952225
782,782,Hyderabad,Sensitive Area,20.0,5.0,2015-05-29,Telangana,0.06765899864682003,0.014929829799940281
783,783,Hyderabad,Sensitive Area,20.0,5.0,2015-07-03,Telangana,0.06765899864682003,0.014929829799940281
784,784,Hyderabad,Sensitive Area,12.0,4.0,2015-07-09,Telangana,0.054127198917456015,0.011943863839952225
785,785,Hyderabad,Sensitive Area,20.0,5.0,2015-07-12,Telangana,0.06765899864682003,0.014929829799940281
786,786,Hyderabad,Sensitive Area,17.0,5.0,2015-07-17,Telangana,0.06765899864682003,0.014929829799940281
787,787,Hyderabad,Sensitive Area,14.0,5.0,2015-07-19,Telangana,0.06765899864682003,0.014929829799940281
788,788,Hyderabad,Sensitive Area,16.0,5.0,2015-07-21,Telangana,0.06765899864682003,0.014929829799940281
789,789,Hyderabad,Sensitive Area,9.0,4.0,2015-07-23,Telangana,0.054127198917456015,0.011943863839952225
790,790,Hyderabad,Sensitive Area,11.0,4.0,2015-07-26,Telangana,0.054127198917456015,0.011943863839952225
791,791,Hyderabad,Sensitive Area,16.0,4.0,2015-07-29,Telangana,0.054127198917456015,0.011943863839952225
792,792,Vishakhapatnam,Sensitive Area,28.0,7.0,2004-06-13,Andhra Pradesh,0.09472259810554803,0.020901761719916395
793,793,Vishakhapatnam,Sensitive Area,29.0,10.0,2004-06-16,Andhra Pradesh,0.13531799729364005,0.029859659599880562
794,794,Vishakhapatnam,Sensitive Area,29.0,8.0,2004-06-19,Andhra Pradesh,0.10825439783491203,0.02388772767990445
795,795,Vishakhapatnam,Sensitive Area,29.0,9.0,2004-06-22,Andhra Pradesh,0.12178619756427604,0.026873693639892508
796,796,Vishakhapatnam,Sensitive Area,30.0,10.0,2004-06-25,Andhra Pradesh,0.13531799729364005,0.029859659599880562
797,797,Vishakhapatnam,Sensitive Area,31.0,10.0,2004-06-28,Andhra Pradesh,0.13531799729364005,0.029859659599880562
798,798,Vishakhapatnam,Sensitive Area,27.0,7.0,2004-07-13,Andhra Pradesh,0.09472259810554803,0.020901761719916395
799,799,Vishakhapatnam,Sensitive Area,28.0,7.0,2004-07-16,Andhra Pradesh,0.09472259810554803,0.020901761719916395
800,800,Vishakhapatnam,Sensitive Area,32.0,10.0,2004-07-19,Andhra Pradesh,0.13531799729364005,0.029859659599880562
801,801,Vishakhapatnam,Sensitive Area,33.0,9.0,2004-07-22,Andhra Pradesh,0.12178619756427604,0.026873693639892508
802,802,Vishakhapatnam,Sensitive Area,31.0,9.0,2004-07-25,Andhra Pradesh,0.12178619756427604,0.026873693639892508
803,803,Vishakhapatnam,Sensitive Area,32.0,9.0,2004-07-28,Andhra Pradesh,0.12178619756427604,0.026873693639892508
804,804,Vishakhapatnam,Sensitive Area,32.0,10.0,2004-08-13,Andhra Pradesh,0.13531799729364005,0.029859659599880562
805,805,Vishakhapatnam,Sensitive Area,30.0,10.0,2004-08-16,Andhra Pradesh,0.13531799729364005,0.029859659599880562
806,806,Vishakhapatnam,Sensitive Area,32.0,11.0,2004-08-19,Andhra Pradesh,0.14884979702300405,0.03284562555986862
807,807,Vishakhapatnam,Sensitive Area,32.0,11.0,2004-08-22,Andhra Pradesh,0.14884979702300405,0.03284562555986862
808,808,Vishakhapatnam,Sensitive Area,32.0,11.0,2004-08-25,Andhra Pradesh,0.14884979702300405,0.03284562555986862
809,809,Vishakhapatnam,Sensitive Area,32.0,11.0,2004-08-28,Andhra Pradesh,0.14884979702300405,0.03284562555986862
810,810,Vishakhapatnam,Sensitive Area,32.0,11.0,2004-09-13,Andhra Pradesh,0.14884979702300405,0.03284562555986862
811,811,Vishakhapatnam,Sensitive Area,32.0,10.0,2004-09-16,Andhra Pradesh,0.13531799729364005,0.029859659599880562
812,812,Vishakhapatnam,Sensitive Area,33.0,11.0,2004-09-19,Andhra Pradesh,0.14884979702300405,0.03284562555986862
813,813,Vishakhapatnam,Sensitive Area,32.0,11.0,2004-09-22,Andhra Pradesh,0.14884979702300405,0.03284562555986862
814,814,Vishakhapatnam,Sensitive Area,30.0,10.0,2004-09-25,Andhra Pradesh,0.13531799729364005,0.029859659599880562
815,815,Vishakhapatnam,Sensitive Area,31.0,9.0,2004-09-28,Andhra Pradesh,0.12178619756427604,0.026873693639892508
816,816,Vishakhapatnam,Sensitive Area,34.0,25.0,2004-10-13,Andhra Pradesh,0.3382949932341001,0.0746491489997014
817,817,Vishakhapatnam,Sensitive Area,32.0,10.0,2004-10-16,Andhra Pradesh,0.13531799729364005,0.029859659599880562
818,818,Vishakhapatnam,Sensitive Area,31.0,11.0,2004-10-19,Andhra Pradesh,0.14884979702300405,0.03284562555986862
819,819,Vishakhapatnam,Sensitive Area,31.0,9.0,2004-10-22,Andhra Pradesh,0.12178619756427604,0.026873693639892508
820,820,Vishakhapatnam,Sensitive Area,33.0,9.0,2004-10-25,Andhra Pradesh,0.12178619756427604,0.026873693639892508
821,821,Vishakhapatnam,Sensitive Area,32.0,10.0,2004-10-28,Andhra Pradesh,0.13531799729364005,0.029859659599880562
822,822,Vishakhapatnam,Sensitive Area,27.0,9.0,2004-11-13,Andhra Pradesh,0.12178619756427604,0.026873693639892508
823,823,Vishakhapatnam,Sensitive Area,30.0,9.0,2004-11-16,Andhra Pradesh,0.12178619756427604,0.026873693639892508
824,824,Vishakhapatnam,Sensitive Area,32.0,11.0,2004-11-19,Andhra Pradesh,0.14884979702300405,0.03284562555986862
825,825,Vishakhapatnam,Sensitive Area,31.0,10.0,2004-11-22,Andhra Pradesh,0.13531799729364005,0.029859659599880562
826,826,Vishakhapatnam,Sensitive Area,31.0,10.0,2004-11-25,Andhra Pradesh,0.13531799729364005,0.029859659599880562
827,827,Vishakhapatnam,Sensitive Area,31.0,9.0,2004-11-28,Andhra Pradesh,0.12178619756427604,0.026873693639892508
828,828,Vishakhapatnam,Sensitive Area,33.0,11.0,2004-12-13,Andhra Pradesh,0.14884979702300405,0.03284562555986862
829,829,Vishakhapatnam,Sensitive Area,33.0,11.0,2004-12-16,Andhra Pradesh,0.14884979702300405,0.03284562555986862
830,830,Vishakhapatnam,Sensitive Area,31.0,11.0,2004-12-19,Andhra Pradesh,0.14884979702300405,0.03284562555986862
831,831,Vishakhapatnam,Sensitive Area,31.0,9.0,2004-12-22,Andhra Pradesh,0.12178619756427604,0.026873693639892508
832,832,Vishakhapatnam,Sensitive Area,31.0,10.0,2004-12-25,Andhra Pradesh,0.13531799729364005,0.029859659599880562
833,833,Vishakhapatnam,Sensitive Area,32.0,12.0,2004-12-28,Andhra Pradesh,0.16238159675236805,0.035831591519856675
834,834,Vishakhapatnam,Sensitive Area,30.0,11.0,2004-01-06,Andhra Pradesh,0.14884979702300405,0.03284562555986862
835,835,Vishakhapatnam,Sensitive Area,28.0,6.0,2004-04-06,Andhra Pradesh,0.08119079837618402,0.017915795759928337
836,836,Vishakhapatnam,Sensitive Area,30.0,9.0,2004-07-06,Andhra Pradesh,0.12178619756427604,0.026873693639892508
837,837,Vishakhapatnam,Sensitive Area,27.0,7.0,2004-10-06,Andhra Pradesh,0.09472259810554803,0.020901761719916395
838,838,Vishakhapatnam,Sensitive Area,29.0,7.0,2004-01-07,Andhra Pradesh,0.09472259810554803,0.020901761719916395
839,839,Vishakhapatnam,Sensitive Area,30.0,9.0,2004-04-07,Andhra Pradesh,0.12178619756427604,0.026873693639892508
840,840,Vishakhapatnam,Sensitive Area,29.0,9.0,2004-07-07,Andhra Pradesh,0.12178619756427604,0.026873693639892508
841,841,Vishakhapatnam,Sensitive Area,31.0,8.0,2004-10-07,Andhra Pradesh,0.10825439783491203,0.02388772767990445
842,842,Vishakhapatnam,Sensitive Area,30.0,9.0,2004-01-08,Andhra Pradesh,0.12178619756427604,0.026873693639892508
843,843,Vishakhapatnam,Sensitive Area,31.0,9.0,2004-04-08,Andhra Pradesh,0.12178619756427604,0.026873693639892508
844,844,Vishakhapatnam,Sensitive Area,32.0,10.0,2004-07-08,Andhra Pradesh,0.13531799729364005,0.029859659599880562
845,845,Vishakhapatnam,Sensitive Area,32.0,10.0,2004-10-08,Andhra Pradesh,0.13531799729364005,0.029859659599880562
846,846,Vishakhapatnam,Sensitive Area,34.0,11.0,2004-01-09,Andhra Pradesh,0.14884979702300405,0.03284562555986862
847,847,Vishakhapatnam,Sensitive Area,33.0,12.0,2004-04-09,Andhra Pradesh,0.16238159675236805,0.035831591519856675
848,848,Vishakhapatnam,Sensitive Area,36.0,9.0,2004-07-09,Andhra Pradesh,0.12178619756427604,0.026873693639892508
849,849,Vishakhapatnam,Sensitive Area,33.0,8.0,2004-10-09,Andhra Pradesh,0.10825439783491203,0.02388772767990445
850,850,Vishakhapatnam,Sensitive Area,31.0,10.0,2004-01-10,Andhra Pradesh,0.13531799729364005,0.029859659599880562
851,851,Vishakhapatnam,Sensitive Area,26.0,6.0,2004-04-10,Andhra Pradesh,0.08119079837618402,0.017915795759928337
852,852,Vishakhapatnam,Sensitive Area,31.0,10.0,2004-07-10,Andhra Pradesh,0.13531799729364005,0.029859659599880562
853,853,Vishakhapatnam,Sensitive Area,32.0,10.0,2004-10-10,Andhra Pradesh,0.13531799729364005,0.029859659599880562
854,854,Vishakhapatnam,Sensitive Area,33.0,9.0,2004-01-11,Andhra Pradesh,0.12178619756427604,0.026873693639892508
855,855,Vishakhapatnam,Sensitive Area,32.0,11.0,2004-04-11,Andhra Pradesh,0.14884979702300405,0.03284562555986862
856,856,Vishakhapatnam,Sensitive Area,32.0,11.0,2004-07-11,Andhra Pradesh,0.14884979702300405,0.03284562555986862
857,857,Vishakhapatnam,Sensitive Area,36.0,11.0,2004-10-11,Andhra Pradesh,0.14884979702300405,0.03284562555986862
858,858,Vishakhapatnam,Sensitive Area,31.0,11.0,2004-01-12,Andhra Pradesh,0.14884979702300405,0.03284562555986862
859,859,Vishakhapatnam,Sensitive Area,31.0,10.0,2004-04-12,Andhra Pradesh,0.13531799729364005,0.029859659599880562
860,860,Vishakhapatnam,Sensitive Area,31.0,10.0,2004-07-12,Andhra Pradesh,0.13531799729364005,0.029859659599880562
861,861,Vishakhapatnam,Sensitive Area,31.0,11.0,2004-10-12,Andhra Pradesh,0.14884979702300405,0.03284562555986862
862,862,Vishakhapatnam,Sensitive Area,31.2,11.1,2005-11-13,Andhra Pradesh,0.15020297699594046,0.033144222155867424
863,863,Vishakhapatnam,Sensitive Area,31.6,10.6,2005-11-16,Andhra Pradesh,0.14343707713125844,0.0316512391758734
864,864,Vishakhapatnam,Sensitive Area,31.2,10.0,2005-11-19,Andhra Pradesh,0.13531799729364005,0.029859659599880562
865,865,Vishakhapatnam,Sensitive Area,33.3,11.4,2005-11-22,Andhra Pradesh,0.15426251691474965,0.03404001194386384
866,866,Vishakhapatnam,Sensitive Area,32.5,10.7,2005-11-25,Andhra Pradesh,0.14479025710419482,0.0319498357718722
867,867,Vishakhapatnam,Sensitive Area,30.5,10.4,2005-11-28,Andhra Pradesh,0.14073071718538566,0.031054045983875785
868,868,Vishakhapatnam,Sensitive Area,30.9,10.0,2005-01-11,Andhra Pradesh,0.13531799729364005,0.029859659599880562
869,869,Vishakhapatnam,Sensitive Area,31.3,11.6,2005-04-11,Andhra Pradesh,0.15696887686062244,0.03463720513586145
870,870,Vishakhapatnam,Sensitive Area,33.2,10.5,2005-07-11,Andhra Pradesh,0.14208389715832204,0.03135264257987459
871,871,Vishakhapatnam,Sensitive Area,31.6,10.7,2005-10-11,Andhra Pradesh,0.14479025710419482,0.0319498357718722
872,872,Vishakhapatnam,Sensitive Area,31.4,10.1,2006-01-01,Andhra Pradesh,0.13667117726657643,0.03015825619587937
873,873,Vishakhapatnam,Sensitive Area,33.1,10.7,2006-04-01,Andhra Pradesh,0.14479025710419482,0.0319498357718722
874,874,Vishakhapatnam,Sensitive Area,30.3,10.6,2006-07-01,Andhra Pradesh,0.14343707713125844,0.0316512391758734
875,875,Vishakhapatnam,Sensitive Area,31.6,10.5,2006-10-01,Andhra Pradesh,0.14208389715832204,0.03135264257987459
876,876,Vishakhapatnam,Sensitive Area,32.7,10.4,2006-01-16,Andhra Pradesh,0.14073071718538566,0.031054045983875785
877,877,Vishakhapatnam,Sensitive Area,31.6,10.8,2006-01-19,Andhra Pradesh,0.14614343707713126,0.03224843236787101
878,878,Vishakhapatnam,Sensitive Area,30.4,10.7,2006-01-22,Andhra Pradesh,0.14479025710419482,0.0319498357718722
879,879,Vishakhapatnam,Sensitive Area,32.1,9.5,2006-01-25,Andhra Pradesh,0.12855209742895804,0.028366676619886535
880,880,Vishakhapatnam,Sensitive Area,30.0,9.6,2006-01-28,Andhra Pradesh,0.12990527740189445,0.02866527321588534
881,881,Vishakhapatnam,Sensitive Area,34.1,10.7,2006-01-02,Andhra Pradesh,0.14479025710419482,0.0319498357718722
882,882,Vishakhapatnam,Sensitive Area,32.8,11.3,2006-04-02,Andhra Pradesh,0.15290933694181325,0.03374141534786504
883,883,Vishakhapatnam,Sensitive Area,32.7,11.8,2006-07-02,Andhra Pradesh,0.15967523680649526,0.035234398327859066
884,884,Vishakhapatnam,Sensitive Area,31.6,11.3,2006-10-02,Andhra Pradesh,0.15290933694181325,0.03374141534786504
885,885,Vishakhapatnam,Sensitive Area,31.9,10.4,2006-02-13,Andhra Pradesh,0.14073071718538566,0.031054045983875785
886,886,Vishakhapatnam,Sensitive Area,31.4,11.0,2006-02-16,Andhra Pradesh,0.14884979702300405,0.03284562555986862
887,887,Vishakhapatnam,Sensitive Area,32.4,11.2,2006-02-19,Andhra Pradesh,0.15155615696887684,0.03344281875186623
888,888,Vishakhapatnam,Sensitive Area,32.0,10.6,2006-02-22,Andhra Pradesh,0.14343707713125844,0.0316512391758734
889,889,Vishakhapatnam,Sensitive Area,32.3,11.2,2006-02-25,Andhra Pradesh,0.15155615696887684,0.03344281875186623
890,890,Vishakhapatnam,Sensitive Area,30.5,9.7,2006-02-28,Andhra Pradesh,0.13125845737483083,0.028963869811884143
891,891,Vishakhapatnam,Sensitive Area,31.7,10.5,2006-01-03,Andhra Pradesh,0.14208389715832204,0.03135264257987459
892,892,Vishakhapatnam,Sensitive Area,32.6,11.7,2006-04-03,Andhra Pradesh,0.15832205683355885,0.034935801731860255
893,893,Vishakhapatnam,Sensitive Area,33.2,11.6,2006-07-03,Andhra Pradesh,0.15696887686062244,0.03463720513586145
894,894,Vishakhapatnam,Sensitive Area,33.5,10.8,2006-10-03,Andhra Pradesh,0.14614343707713126,0.03224843236787101
895,895,Vishakhapatnam,Sensitive Area,32.6,11.0,2006-03-16,Andhra Pradesh,0.14884979702300405,0.03284562555986862
896,896,Vishakhapatnam,Sensitive Area,32.1,11.4,2006-03-19,Andhra Pradesh,0.15426251691474965,0.03404001194386384
897,897,Vishakhapatnam,Sensitive Area,31.3,10.5,2006-03-22,Andhra Pradesh,0.14208389715832204,0.03135264257987459
898,898,Vishakhapatnam,Sensitive Area,33.8,11.9,2006-03-25,Andhra Pradesh,0.16102841677943167,0.03553299492385787
899,899,Vishakhapatnam,Sensitive Area,31.9,11.6,2006-03-28,Andhra Pradesh,0.15696887686062244,0.03463720513586145
900,900,Vishakhapatnam,Sensitive Area,31.6,9.8,2006-01-04,Andhra Pradesh,0.13261163734776726,0.029262466407882954
901,901,Vishakhapatnam,Sensitive Area,30.9,10.8,2006-04-04,Andhra Pradesh,0.14614343707713126,0.03224843236787101
902,902,Vishakhapatnam,Sensitive Area,31.3,10.4,2006-07-04,Andhra Pradesh,0.14073071718538566,0.031054045983875785
903,903,Vishakhapatnam,Sensitive Area,31.2,10.7,2006-10-04,Andhra Pradesh,0.14479025710419482,0.0319498357718722
904,904,Vishakhapatnam,Sensitive Area,32.6,11.6,2006-04-13,Andhra Pradesh,0.15696887686062244,0.03463720513586145
905,905,Vishakhapatnam,Sensitive Area,30.0,9.2,2006-04-16,Andhra Pradesh,0.12449255751014883,0.027470886831890116
906,906,Vishakhapatnam,Sensitive Area,31.8,11.4,2006-04-19,Andhra Pradesh,0.15426251691474965,0.03404001194386384
907,907,Vishakhapatnam,Sensitive Area,31.4,9.8,2006-04-22,Andhra Pradesh,0.13261163734776726,0.029262466407882954
908,908,Vishakhapatnam,Sensitive Area,31.2,9.3,2006-04-25,Andhra Pradesh,0.12584573748308525,0.027769483427888927
909,909,Vishakhapatnam,Sensitive Area,31.5,9.9,2006-04-28,Andhra Pradesh,0.13396481732070364,0.029561063003881758
910,910,Vishakhapatnam,Sensitive Area,31.6,10.3,2006-01-05,Andhra Pradesh,0.13937753721244925,0.03075544938787698
911,911,Vishakhapatnam,Sensitive Area,29.1,12.5,2006-04-05,Andhra Pradesh,0.16914749661705006,0.0373245744998507
912,912,Vishakhapatnam,Sensitive Area,31.3,7.9,2006-07-05,Andhra Pradesh,0.10690121786197564,0.023589131083905646
913,913,Vishakhapatnam,Sensitive Area,31.8,10.3,2006-10-05,Andhra Pradesh,0.13937753721244925,0.03075544938787698
914,914,Vishakhapatnam,Sensitive Area,32.4,12.3,2006-05-13,Andhra Pradesh,0.16644113667117727,0.036727381307853094
915,915,Vishakhapatnam,Sensitive Area,35.6,12.5,2006-05-16,Andhra Pradesh,0.16914749661705006,0.0373245744998507
916,916,Vishakhapatnam,Sensitive Area,31.8,11.5,2006-05-19,Andhra Pradesh,0.15561569688768606,0.03433860853986265
917,917,Vishakhapatnam,Sensitive Area,31.4,9.8,2006-05-22,Andhra Pradesh,0.13261163734776726,0.029262466407882954
918,918,Vishakhapatnam,Sensitive Area,33.7,11.9,2006-05-25,Andhra Pradesh,0.16102841677943167,0.03553299492385787
919,919,Vishakhapatnam,Sensitive Area,32.3,10.3,2006-05-28,Andhra Pradesh,0.13937753721244925,0.03075544938787698
920,920,Vishakhapatnam,Sensitive Area,34.1,12.8,2006-01-06,Andhra Pradesh,0.17320703653585925,0.03822036428784712
921,921,Vishakhapatnam,Sensitive Area,31.4,11.6,2006-04-06,Andhra Pradesh,0.15696887686062244,0.03463720513586145
922,922,Vishakhapatnam,Sensitive Area,33.7,13.1,2006-07-06,Andhra Pradesh,0.17726657645466845,0.03911615407584354
923,923,Vishakhapatnam,Sensitive Area,33.2,11.6,2006-10-06,Andhra Pradesh,0.15696887686062244,0.03463720513586145
924,924,Vishakhapatnam,Sensitive Area,33.6,11.3,2006-06-13,Andhra Pradesh,0.15290933694181325,0.03374141534786504
925,925,Vishakhapatnam,Sensitive Area,31.6,11.4,2006-06-16,Andhra Pradesh,0.15426251691474965,0.03404001194386384
926,926,Vishakhapatnam,Sensitive Area,33.0,10.0,2006-06-19,Andhra Pradesh,0.13531799729364005,0.029859659599880562
927,927,Vishakhapatnam,Sensitive Area,30.4,9.4,2006-06-22,Andhra Pradesh,0.12719891745602166,0.02806808002388773
928,928,Vishakhapatnam,Sensitive Area,33.2,10.2,2006-06-25,Andhra Pradesh,0.13802435723951284,0.030456852791878174
