,City,LocType,NO2,SO2,Sampling.Date,State
26,Hyderabad,RIRUO,34.93333333333334,4.7,2001-09-01,Andhra Pradesh
27,Hyderabad,RIRUO,40.5,5.8999999999999995,2001-10-01,Andhra Pradesh
28,Hyderabad,RIRUO,47.63333333333333,3.1666666666666665,2001-11-01,Andhra Pradesh
29,Hyderabad,RIRUO,51.9,4.0,2001-12-01,Andhra Pradesh
30,Vishakhapatnam,RIRUO,19.333333333333332,12.533333333333333,1998-01-01,Andhra Pradesh
31,Vishakhapatnam,RIRUO,15.566666666666666,12.799999999999999,1998-02-01,Andhra Pradesh
32,Vishakhapatnam,RIRUO,13.233333333333333,12.5,1998-03-01,Andhra Pradesh
33,Vishakhapatnam,RIRUO,12.333333333333334,11.333333333333334,1998-04-01,Andhra Pradesh
34,Vishakhapatnam,RIRUO,18.0,15.700000000000001,1998-05-01,Andhra Pradesh
35,Vishakhapatnam,RIRUO,26.049999999999997,13.850000000000001,1998-06-01,Andhra Pradesh
36,Vishakhapatnam,RIRUO,16.533333333333335,11.1,1998-07-01,Andhra Pradesh
37,Vishakhapatnam,RIRUO,20.066666666666666,12.9,1998-12-01,Andhra Pradesh
38,Vishakhapatnam,RIRUO,20.366666666666667,23.833333333333336,2000-01-01,Andhra Pradesh
39,Vishakhapatnam,RIRUO,22.133333333333333,19.333333333333336,2000-02-01,Andhra Pradesh
40,Vishakhapatnam,RIRUO,24.166666666666668,22.566666666666666,2000-03-01,Andhra Pradesh
41,Vishakhapatnam,RIRUO,15.166666666666668,14.5,2000-04-01,Andhra Pradesh
42,Vishakhapatnam,RIRUO,20.466666666666665,19.666666666666668,2000-05-01,Andhra Pradesh
43,Vishakhapatnam,RIRUO,18.766666666666666,15.266666666666667,2000-06-01,Andhra Pradesh
44,Vishakhapatnam,RIRUO,17.766666666666666,11.6,2000-07-01,Andhra Pradesh
45,Vishakhapatnam,RIRUO,22.933333333333334,19.7,2000-08-01,Andhra Pradesh
46,Vishakhapatnam,RIRUO,21.466666666666665,12.6,2000-09-01,Andhra Pradesh
47,Vishakhapatnam,RIRUO,22.966666666666665,15.8,2000-10-01,Andhra Pradesh
48,Vishakhapatnam,RIRUO,25.8,13.0,2000-11-01,Andhra Pradesh
49,Vishakhapatnam,RIRUO,18.433333333333334,11.833333333333334,2000-12-01,Andhra Pradesh
50,Vishakhapatnam,RIRUO,21.3,15.366666666666667,2001-01-01,Andhra Pradesh
51,Vishakhapatnam,RIRUO,23.066666666666666,12.766666666666667,2001-02-01,Andhra Pradesh
52,Vishakhapatnam,RIRUO,21.133333333333333,14.333333333333332,2001-03-01,Andhra Pradesh
53,Vishakhapatnam,RIRUO,23.7,14.9,2001-04-01,Andhra Pradesh
54,Vishakhapatnam,RIRUO,25.066666666666666,14.1,2001-05-01,Andhra Pradesh
55,Vishakhapatnam,RIRUO,19.3,13.9,2001-09-01,Andhra Pradesh
56,Vishakhapatnam,RIRUO,22.866666666666667,17.03333333333333,2001-10-01,Andhra Pradesh
57,Vishakhapatnam,RIRUO,24.0,15.266666666666667,2001-11-01,Andhra Pradesh
58,Vishakhapatnam,RIRUO,26.866666666666667,6.7,2001-12-01,Andhra Pradesh
59,Vishakhapatnam,RIRUO,20.25,11.55,2001-06-01,Andhra Pradesh
60,Vishakhapatnam,RIRUO,20.8,13.75,2001-07-01,Andhra Pradesh
61,Vishakhapatnam,RIRUO,20.0,12.05,2001-08-01,Andhra Pradesh
62,Ahmedabad,RIRUO,21.0,14.0,2015-01-05,Gujarat
63,Ahmedabad,RIRUO,20.5,13.0,2015-01-08,Gujarat
64,Ahmedabad,RIRUO,21.0,13.0,2015-01-12,Gujarat
65,Ahmedabad,RIRUO,21.5,14.0,2015-01-15,Gujarat
66,Ahmedabad,RIRUO,22.5,14.5,2015-01-19,Gujarat
67,Ahmedabad,RIRUO,20.5,13.5,2015-01-22,Gujarat
68,Ahmedabad,RIRUO,20.5,13.0,2015-01-26,Gujarat
69,Ahmedabad,RIRUO,21.0,13.5,2015-01-29,Gujarat
70,Ahmedabad,RIRUO,22.0,14.0,2015-02-02,Gujarat
71,Ahmedabad,RIRUO,20.0,13.0,2015-02-05,Gujarat
72,Ahmedabad,RIRUO,20.0,12.0,2015-02-09,Gujarat
73,Ahmedabad,RIRUO,22.0,15.0,2015-02-12,Gujarat
74,Ahmedabad,RIRUO,22.0,14.0,2015-02-16,Gujarat
75,Ahmedabad,RIRUO,20.0,13.0,2015-02-19,Gujarat
76,Ahmedabad,RIRUO,19.0,12.0,2015-02-23,Gujarat
77,Ahmedabad,RIRUO,22.0,14.0,2015-02-26,Gujarat
78,Ahmedabad,RIRUO,20.0,13.0,2015-03-02,Gujarat
79,Ahmedabad,RIRUO,21.0,15.0,2015-03-05,Gujarat
80,Ahmedabad,RIRUO,20.0,13.0,2015-03-09,Gujarat
81,Ahmedabad,RIRUO,21.0,14.0,2015-03-12,Gujarat
82,Ahmedabad,RIRUO,20.0,14.0,2015-03-16,Gujarat
83,Ahmedabad,RIRUO,20.0,13.0,2015-03-19,Gujarat
84,Ahmedabad,RIRUO,19.0,13.0,2015-03-23,Gujarat
85,Ahmedabad,RIRUO,21.0,14.0,2015-03-26,Gujarat
86,Ahmedabad,RIRUO,22.0,14.0,2015-02-03,Gujarat
87,Ahmedabad,RIRUO,20.0,13.0,2015-02-06,Gujarat
88,Ahmedabad,RIRUO,22.0,15.0,2015-02-10,Gujarat
89,Ahmedabad,RIRUO,21.0,14.0,2015-02-13,Gujarat
90,Ahmedabad,RIRUO,23.0,15.0,2015-02-17,Gujarat
91,Ahmedabad,RIRUO,21.0,13.0,2015-02-20,Gujarat
92,Ahmedabad,RIRUO,21.0,14.0,2015-02-24,Gujarat
93,Ahmedabad,RIRUO,21.0,14.0,2015-02-27,Gujarat
94,Ahmedabad,RIRUO,22.0,15.0,2015-03-03,Gujarat
95,Ahmedabad,RIRUO,21.0,13.0,2015-03-06,Gujarat
96,Ahmedabad,RIRUO,21.0,15.0,2015-03-10,Gujarat
97,Ahmedabad,RIRUO,21.0,16.0,2015-03-13,Gujarat
98,Ahmedabad,RIRUO,21.0,14.0,2015-03-17,Gujarat
99,Ahmedabad,RIRUO,20.0,13.0,2015-03-20,Gujarat
100,Ahmedabad,RIRUO,22.0,15.0,2015-03-24,Gujarat
101,Ahmedabad,RIRUO,20.0,14.0,2015-03-27,Gujarat
102,Ahmedabad,RIRUO,24.0,15.0,2015-12-11,Gujarat
103,Ahmedabad,RIRUO,30.0,10.0,2015-12-15,Gujarat
104,Ahmedabad,RIRUO,25.0,11.0,2015-12-18,Gujarat
105,Ahmedabad,RIRUO,26.0,11.0,2015-12-22,Gujarat
106,Ahmedabad,RIRUO,22.0,11.0,2015-12-25,Gujarat
107,Ahmedabad,RIRUO,26.0,8.0,2015-12-29,Gujarat
108,Thiruvananthapuram,RIRUO,22.666666666666668,10.866666666666667,1995-01-01,Kerala
109,Thiruvananthapuram,RIRUO,22.5,10.833333333333332,1995-02-01,Kerala
110,Thiruvananthapuram,RIRUO,21.666666666666664,7.566666666666666,1995-03-01,Kerala
111,Thiruvananthapuram,RIRUO,23.8,16.866666666666667,1995-04-01,Kerala
112,Thiruvananthapuram,RIRUO,24.4,6.333333333333333,1995-05-01,Kerala
113,Thiruvananthapuram,RIRUO,18.599999999999998,11.5,1995-06-01,Kerala
114,Thiruvananthapuram,RIRUO,23.666666666666668,16.96666666666667,1995-07-01,Kerala
115,Thiruvananthapuram,RIRUO,23.3,17.933333333333334,1995-08-01,Kerala
116,Thiruvananthapuram,RIRUO,23.133333333333333,18.433333333333334,1995-09-01,Kerala
117,Thiruvananthapuram,RIRUO,22.433333333333334,17.46666666666667,1995-10-01,Kerala
118,Thiruvananthapuram,RIRUO,21.9,16.233333333333334,1995-11-01,Kerala
119,Thiruvananthapuram,RIRUO,22.2,19.4,1995-12-01,Kerala
120,Thiruvananthapuram,RIRUO,23.2,14.933333333333334,1998-01-01,Kerala
121,Thiruvananthapuram,RIRUO,23.0,15.133333333333333,1998-02-01,Kerala
122,Thiruvananthapuram,RIRUO,23.8,14.633333333333333,1998-03-01,Kerala
123,Thiruvananthapuram,RIRUO,23.2,14.799999999999999,1998-04-01,Kerala
124,Thiruvananthapuram,RIRUO,21.433333333333334,14.9,1998-05-01,Kerala
125,Thiruvananthapuram,RIRUO,21.533333333333335,13.6,1998-06-01,Kerala
126,Thiruvananthapuram,RIRUO,22.5,13.866666666666667,1998-07-01,Kerala
127,Thiruvananthapuram,RIRUO,20.233333333333334,13.066666666666666,1998-08-01,Kerala
128,Thiruvananthapuram,RIRUO,20.433333333333334,10.266666666666667,1998-09-01,Kerala
129,Thiruvananthapuram,RIRUO,18.9,12.133333333333333,1998-10-01,Kerala
130,Thiruvananthapuram,RIRUO,17.166666666666664,11.066666666666666,1998-11-01,Kerala
131,Thiruvananthapuram,RIRUO,16.366666666666667,12.133333333333333,1998-12-01,Kerala
132,Thiruvananthapuram,RIRUO,24.633333333333333,19.03333333333333,2000-01-01,Kerala
133,Thiruvananthapuram,RIRUO,23.7,15.466666666666667,2000-02-01,Kerala
134,Thiruvananthapuram,RIRUO,23.233333333333334,15.166666666666666,2000-03-01,Kerala
135,Thiruvananthapuram,RIRUO,23.400000000000002,13.366666666666667,2000-04-01,Kerala
136,Thiruvananthapuram,RIRUO,23.6,14.566666666666666,2000-05-01,Kerala
137,Thiruvananthapuram,RIRUO,23.9,14.8,2000-06-01,Kerala
138,Thiruvananthapuram,RIRUO,26.166666666666668,13.266666666666666,2000-07-01,Kerala
139,Thiruvananthapuram,RIRUO,24.633333333333333,12.7,2000-08-01,Kerala
140,Thiruvananthapuram,RIRUO,23.866666666666667,14.133333333333333,2000-09-01,Kerala
141,Thiruvananthapuram,RIRUO,25.766666666666666,15.3,2000-10-01,Kerala
142,Thiruvananthapuram,RIRUO,24.133333333333333,13.8,2000-11-01,Kerala
143,Thiruvananthapuram,RIRUO,21.53333333333333,14.833333333333334,2000-12-01,Kerala
144,Thiruvananthapuram,RIRUO,13.6,11.9,2002-01-01,Kerala
145,Thiruvananthapuram,RIRUO,13.433333333333334,11.666666666666666,2002-02-01,Kerala
146,Thiruvananthapuram,RIRUO,13.8,12.533333333333333,2002-03-01,Kerala
147,Thiruvananthapuram,RIRUO,13.366666666666667,12.0,2002-04-01,Kerala
148,Thiruvananthapuram,RIRUO,13.433333333333334,11.9,2002-05-01,Kerala
149,Thiruvananthapuram,RIRUO,12.5,12.4,2002-06-01,Kerala
150,Thiruvananthapuram,RIRUO,14.466666666666667,13.266666666666666,2002-07-01,Kerala
151,Thiruvananthapuram,RIRUO,13.833333333333334,13.333333333333334,2002-08-01,Kerala
152,Thiruvananthapuram,RIRUO,12.866666666666667,11.3,2002-09-01,Kerala
153,Thiruvananthapuram,RIRUO,12.6,10.0,2002-10-01,Kerala
154,Thiruvananthapuram,RIRUO,14.633333333333333,13.3,2002-11-01,Kerala
155,Thiruvananthapuram,RIRUO,14.766666666666666,13.466666666666667,2002-12-01,Kerala
156,Pune,RIRUO,10.4,,1987-02-05,Maharashtra
157,Pune,RIRUO,7.7,8.8,1987-03-06,Maharashtra
158,Pune,RIRUO,36.7,25.7,1993-04-01,Maharashtra
159,Pune,RIRUO,40.5,26.7,1993-05-01,Maharashtra
160,Pune,RIRUO,36.0,25.4,1993-06-01,Maharashtra
161,Pune,RIRUO,42.6,38.4,1993-08-01,Maharashtra
162,Pune,RIRUO,33.3,23.8,1993-09-01,Maharashtra
163,Pune,RIRUO,34.1,21.0,1993-10-01,Maharashtra
164,Pune,RIRUO,41.3,26.2,1993-11-01,Maharashtra
165,Pune,RIRUO,49.3,34.2,1993-12-01,Maharashtra
166,Lucknow,RIRUO,30.133333333333333,31.3,1995-01-01,Uttar Pradesh
167,Lucknow,RIRUO,30.433333333333334,31.666666666666668,1995-02-01,Uttar Pradesh
168,Lucknow,RIRUO,29.7,30.900000000000002,1995-03-01,Uttar Pradesh
169,Lucknow,RIRUO,27.833333333333332,29.5,1995-04-01,Uttar Pradesh
170,Lucknow,RIRUO,27.333333333333332,29.033333333333335,1995-05-01,Uttar Pradesh
171,Lucknow,RIRUO,27.666666666666668,28.366666666666667,1995-06-01,Uttar Pradesh
172,Lucknow,RIRUO,25.466666666666665,26.3,1995-07-01,Uttar Pradesh
173,Lucknow,RIRUO,26.566666666666666,27.1,1995-08-01,Uttar Pradesh
174,Lucknow,RIRUO,27.8,28.9,1995-09-01,Uttar Pradesh
175,Lucknow,RIRUO,27.866666666666667,29.433333333333334,1995-10-01,Uttar Pradesh
176,Lucknow,RIRUO,30.266666666666666,31.2,1995-11-01,Uttar Pradesh
177,Lucknow,RIRUO,30.666666666666668,34.56666666666667,1995-12-01,Uttar Pradesh
178,Kolkata,RIRUO,58.0,3.0,2015-01-03,West Bengal
179,Kolkata,RIRUO,79.0,10.0,2015-01-07,West Bengal
180,Kolkata,RIRUO,83.0,10.0,2015-01-10,West Bengal
181,Kolkata,RIRUO,88.0,11.0,2015-01-13,West Bengal
182,Kolkata,RIRUO,97.0,10.0,2015-01-16,West Bengal
183,Kolkata,RIRUO,93.5,11.5,2015-01-19,West Bengal
184,Kolkata,RIRUO,73.0,9.0,2015-01-22,West Bengal
185,Kolkata,RIRUO,68.0,8.0,2015-01-25,West Bengal
186,Kolkata,RIRUO,73.0,8.0,2015-01-30,West Bengal
187,Kolkata,RIRUO,77.0,9.0,2015-02-04,West Bengal
188,Kolkata,RIRUO,68.0,7.0,2015-02-07,West Bengal
189,Kolkata,RIRUO,56.0,6.0,2015-02-10,West Bengal
190,Kolkata,RIRUO,65.0,7.0,2015-02-13,West Bengal
191,Kolkata,RIRUO,60.0,3.0,2015-02-16,West Bengal
192,Kolkata,RIRUO,65.0,3.0,2015-02-19,West Bengal
193,Kolkata,RIRUO,50.0,2.0,2015-02-22,West Bengal
194,Kolkata,RIRUO,62.0,5.0,2015-02-27,West Bengal
195,Kolkata,RIRUO,41.0,4.0,2015-03-02,West Bengal
196,Kolkata,RIRUO,43.0,5.0,2015-03-05,West Bengal
197,Kolkata,RIRUO,40.0,2.0,2015-03-08,West Bengal
198,Kolkata,RIRUO,43.0,4.0,2015-03-13,West Bengal
199,Kolkata,RIRUO,48.5,4.0,2015-03-17,West Bengal
200,Kolkata,RIRUO,43.0,4.0,2015-03-21,West Bengal
201,Kolkata,RIRUO,52.0,3.0,2015-03-25,West Bengal
202,Kolkata,RIRUO,47.0,3.0,2015-03-28,West Bengal
203,Kolkata,RIRUO,51.0,3.0,2015-03-31,West Bengal
204,Kolkata,RIRUO,45.0,3.0,2015-04-03,West Bengal
205,Kolkata,RIRUO,40.0,2.0,2015-04-08,West Bengal
206,Kolkata,RIRUO,37.0,2.0,2015-04-11,West Bengal
207,Kolkata,RIRUO,40.0,3.0,2015-04-14,West Bengal
208,Kolkata,RIRUO,37.0,3.5,2015-04-17,West Bengal
209,Kolkata,RIRUO,40.0,2.0,2015-04-20,West Bengal
210,Kolkata,RIRUO,29.0,4.0,2015-04-23,West Bengal
211,Kolkata,RIRUO,24.0,2.0,2015-04-26,West Bengal
212,Kolkata,RIRUO,23.0,3.0,2015-04-30,West Bengal
213,Kolkata,RIRUO,31.0,2.0,2015-05-06,West Bengal
214,Kolkata,RIRUO,33.0,3.0,2015-05-09,West Bengal
215,Kolkata,RIRUO,32.0,3.0,2015-05-12,West Bengal
216,Kolkata,RIRUO,46.5,3.0,2015-05-15,West Bengal
217,Kolkata,RIRUO,39.0,4.0,2015-05-18,West Bengal
218,Kolkata,RIRUO,40.0,4.0,2015-05-21,West Bengal
219,Kolkata,RIRUO,29.0,2.0,2015-05-24,West Bengal
220,Kolkata,RIRUO,39.0,4.0,2015-05-29,West Bengal
221,Kolkata,RIRUO,34.0,4.0,2015-06-03,West Bengal
222,Kolkata,RIRUO,38.0,3.0,2015-06-05,West Bengal
223,Kolkata,RIRUO,29.0,3.0,2015-06-10,West Bengal
224,Kolkata,RIRUO,37.0,3.0,2015-06-13,West Bengal
225,Kolkata,RIRUO,27.0,2.0,2015-06-16,West Bengal
226,Kolkata,RIRUO,27.0,2.0,2015-06-19,West Bengal
227,Kolkata,RIRUO,20.0,2.0,2015-06-22,West Bengal
228,Kolkata,RIRUO,28.5,3.0,2015-06-25,West Bengal
229,Kolkata,RIRUO,25.0,2.0,2015-06-28,West Bengal
230,Kolkata,RIRUO,33.0,3.0,2015-07-01,West Bengal
231,Kolkata,RIRUO,26.0,3.0,2015-07-06,West Bengal
232,Kolkata,RIRUO,42.0,4.0,2015-07-11,West Bengal
233,Kolkata,RIRUO,29.0,2.0,2015-07-15,West Bengal
234,Kolkata,RIRUO,21.0,2.0,2015-07-18,West Bengal
235,Kolkata,RIRUO,22.0,3.0,2015-07-21,West Bengal
236,Kolkata,RIRUO,38.0,2.0,2015-07-23,West Bengal
237,Kolkata,RIRUO,28.0,2.0,2015-07-26,West Bengal
238,Kolkata,RIRUO,28.0,3.0,2015-07-30,West Bengal
239,Kolkata,RIRUO,39.5,2.0,2015-08-03,West Bengal
240,Kolkata,RIRUO,29.0,2.0,2015-08-08,West Bengal
241,Kolkata,RIRUO,36.0,2.0,2015-08-11,West Bengal
242,Kolkata,RIRUO,38.0,2.0,2015-08-14,West Bengal
243,Kolkata,RIRUO,28.0,2.0,2015-08-17,West Bengal
244,Kolkata,RIRUO,29.0,2.0,2015-08-20,West Bengal
245,Kolkata,RIRUO,23.0,2.0,2015-08-23,West Bengal
246,Kolkata,RIRUO,29.0,2.0,2015-08-27,West Bengal
247,Kolkata,RIRUO,35.0,3.0,2015-08-31,West Bengal
248,Kolkata,RIRUO,35.5,3.5,2015-09-04,West Bengal
249,Kolkata,RIRUO,35.0,3.0,2015-09-08,West Bengal
250,Kolkata,RIRUO,26.0,2.0,2015-09-12,West Bengal
251,Kolkata,RIRUO,26.0,2.0,2015-09-14,West Bengal
252,Kolkata,RIRUO,29.0,2.0,2015-09-17,West Bengal
253,Kolkata,RIRUO,23.0,2.0,2015-09-20,West Bengal
254,Kolkata,RIRUO,39.0,3.0,2015-09-23,West Bengal
255,Kolkata,RIRUO,47.0,4.0,2015-09-28,West Bengal
256,Kolkata,RIRUO,48.5,3.0,2015-10-03,West Bengal
257,Kolkata,RIRUO,40.5,3.5,2015-10-06,West Bengal
258,Kolkata,RIRUO,39.0,3.0,2015-10-10,West Bengal
259,Kolkata,RIRUO,42.0,4.0,2015-10-13,West Bengal
260,Kolkata,RIRUO,49.0,4.0,2015-10-16,West Bengal
261,Kolkata,RIRUO,85.0,15.0,2015-10-19,West Bengal
262,Kolkata,RIRUO,92.0,17.0,2015-10-22,West Bengal
263,Kolkata,RIRUO,58.0,7.0,2015-10-25,West Bengal
264,Kolkata,RIRUO,51.0,6.0,2015-10-28,West Bengal
265,Kolkata,RIRUO,44.0,3.0,2015-11-01,West Bengal
266,Kolkata,RIRUO,49.0,4.5,2015-11-05,West Bengal
267,Kolkata,RIRUO,51.0,3.0,2015-11-08,West Bengal
268,Kolkata,RIRUO,79.5,11.0,2015-11-10,West Bengal
269,Kolkata,RIRUO,107.0,19.0,2015-11-11,West Bengal
270,Kolkata,RIRUO,58.0,6.0,2015-11-17,West Bengal
271,Kolkata,RIRUO,61.0,4.0,2015-11-20,West Bengal
272,Kolkata,RIRUO,62.0,5.0,2015-11-23,West Bengal
273,Kolkata,RIRUO,55.0,4.0,2015-11-26,West Bengal
274,Kolkata,RIRUO,60.0,6.0,2015-11-29,West Bengal
275,Kolkata,RIRUO,51.5,4.0,2015-12-03,West Bengal
276,Kolkata,RIRUO,69.0,6.0,2015-12-08,West Bengal
277,Kolkata,RIRUO,47.0,2.0,2015-12-12,West Bengal
278,Kolkata,RIRUO,49.0,3.0,2015-12-14,West Bengal
279,Kolkata,RIRUO,62.0,6.5,2015-12-18,West Bengal
280,Kolkata,RIRUO,59.0,5.0,2015-12-20,West Bengal
281,Kolkata,RIRUO,61.0,7.0,2015-12-26,West Bengal
282,Kolkata,RIRUO,46.0,2.0,2015-01-02,West Bengal
283,Kolkata,RIRUO,69.0,7.0,2015-01-05,West Bengal
284,Kolkata,RIRUO,76.0,9.0,2015-01-08,West Bengal
285,Kolkata,RIRUO,67.0,6.0,2015-01-11,West Bengal
286,Kolkata,RIRUO,90.0,10.0,2015-01-14,West Bengal
287,Kolkata,RIRUO,75.0,8.0,2015-01-24,West Bengal
288,Kolkata,RIRUO,68.0,9.0,2015-01-27,West Bengal
289,Kolkata,RIRUO,78.0,8.0,2015-02-03,West Bengal
290,Kolkata,RIRUO,67.0,6.0,2015-02-06,West Bengal
291,Kolkata,RIRUO,64.0,7.0,2015-02-09,West Bengal
292,Kolkata,RIRUO,68.0,5.0,2015-02-12,West Bengal
293,Kolkata,RIRUO,48.0,3.0,2015-02-15,West Bengal
294,Kolkata,RIRUO,56.0,4.0,2015-02-18,West Bengal
295,Kolkata,RIRUO,59.0,4.0,2015-02-24,West Bengal
296,Kolkata,RIRUO,65.0,4.0,2015-02-28,West Bengal
297,Kolkata,RIRUO,47.0,6.0,2015-03-03,West Bengal
298,Kolkata,RIRUO,44.0,4.0,2015-03-07,West Bengal
299,Kolkata,RIRUO,55.0,4.0,2015-03-11,West Bengal
300,Kolkata,RIRUO,51.0,4.0,2015-03-14,West Bengal
301,Kolkata,RIRUO,50.0,4.0,2015-03-20,West Bengal
302,Kolkata,RIRUO,54.0,3.0,2015-03-23,West Bengal
303,Kolkata,RIRUO,47.0,2.0,2015-03-26,West Bengal
304,Kolkata,RIRUO,41.0,2.0,2015-03-29,West Bengal
305,Kolkata,RIRUO,45.0,3.0,2015-04-01,West Bengal
306,Kolkata,RIRUO,43.0,4.0,2015-04-06,West Bengal
307,Kolkata,RIRUO,38.0,3.0,2015-04-09,West Bengal
308,Kolkata,RIRUO,33.0,2.0,2015-04-12,West Bengal
309,Kolkata,RIRUO,40.0,3.0,2015-04-22,West Bengal
310,Kolkata,RIRUO,34.0,3.0,2015-04-25,West Bengal
311,Kolkata,RIRUO,26.0,2.0,2015-04-28,West Bengal
312,Kolkata,RIRUO,28.0,3.0,2015-05-01,West Bengal
313,Kolkata,RIRUO,36.0,4.0,2015-05-04,West Bengal
314,Kolkata,RIRUO,34.0,3.0,2015-05-07,West Bengal
315,Kolkata,RIRUO,33.0,3.0,2015-05-10,West Bengal
316,Kolkata,RIRUO,37.0,3.0,2015-05-19,West Bengal
317,Kolkata,RIRUO,35.0,3.0,2015-05-23,West Bengal
318,Kolkata,RIRUO,34.0,3.0,2015-05-27,West Bengal
319,Kolkata,RIRUO,39.0,4.0,2015-05-30,West Bengal
320,Kolkata,RIRUO,35.0,3.0,2015-06-01,West Bengal
321,Kolkata,RIRUO,30.0,3.0,2015-06-06,West Bengal
322,Kolkata,RIRUO,28.0,4.0,2015-06-09,West Bengal
323,Kolkata,RIRUO,46.0,5.0,2015-06-12,West Bengal
324,Kolkata,RIRUO,37.0,3.0,2015-06-15,West Bengal
325,Kolkata,RIRUO,25.0,2.0,2015-06-18,West Bengal
326,Kolkata,RIRUO,23.0,3.0,2015-06-21,West Bengal
327,Kolkata,RIRUO,30.0,3.0,2015-06-29,West Bengal
328,Kolkata,RIRUO,27.0,3.0,2015-07-02,West Bengal
329,Kolkata,RIRUO,24.0,2.0,2015-07-05,West Bengal
330,Kolkata,RIRUO,21.0,2.0,2015-07-08,West Bengal
331,Kolkata,RIRUO,34.0,2.0,2015-07-14,West Bengal
332,Kolkata,RIRUO,26.0,2.0,2015-07-17,West Bengal
333,Kolkata,RIRUO,22.0,2.0,2015-07-20,West Bengal
334,Kolkata,RIRUO,28.0,2.0,2015-07-25,West Bengal
335,Kolkata,RIRUO,24.0,2.0,2015-07-28,West Bengal
336,Kolkata,RIRUO,19.0,2.0,2015-07-31,West Bengal
337,Kolkata,RIRUO,42.0,3.0,2015-08-06,West Bengal
338,Kolkata,RIRUO,28.0,2.0,2015-08-09,West Bengal
339,Kolkata,RIRUO,31.0,2.0,2015-08-12,West Bengal
340,Kolkata,RIRUO,32.0,3.0,2015-08-18,West Bengal
341,Kolkata,RIRUO,34.0,3.0,2015-08-21,West Bengal
342,Kolkata,RIRUO,37.0,2.0,2015-08-26,West Bengal
343,Kolkata,RIRUO,39.0,2.0,2015-08-29,West Bengal
344,Kolkata,RIRUO,32.0,2.0,2015-09-01,West Bengal
345,Kolkata,RIRUO,37.0,2.0,2015-09-07,West Bengal
346,Kolkata,RIRUO,39.0,3.0,2015-09-10,West Bengal
347,Kolkata,RIRUO,27.0,2.0,2015-09-13,West Bengal
348,Kolkata,RIRUO,31.0,2.0,2015-09-16,West Bengal
349,Kolkata,RIRUO,38.0,3.0,2015-09-22,West Bengal
350,Kolkata,RIRUO,44.0,4.0,2015-09-26,West Bengal
351,Kolkata,RIRUO,60.0,6.0,2015-09-30,West Bengal
352,Kolkata,RIRUO,39.0,3.0,2015-10-09,West Bengal
353,Kolkata,RIRUO,35.0,3.0,2015-10-12,West Bengal
354,Kolkata,RIRUO,44.0,3.0,2015-10-15,West Bengal
355,Kolkata,RIRUO,59.0,10.0,2015-10-18,West Bengal
356,Kolkata,RIRUO,91.0,18.0,2015-10-21,West Bengal
357,Kolkata,RIRUO,55.0,6.0,2015-10-26,West Bengal
358,Kolkata,RIRUO,58.0,5.0,2015-10-30,West Bengal
